context,decision,predicted_decision
"## Context
For our ambitions to consequently reduce manual testing in favour for test automation the current E2E test suite, based on Cypress, is not sufficient anymore. It has several flaws that have become a big road-blocker. The test suite is tightly coupled to the state of the test environment, which leads to tests that are not very deterministic and tend to be slow and flaky. Tests are often created in different ways and don't follow a specific strategy. In addition, the test suite is currently not able to test against our cloud environment.

Our goal is to create a test suite that fulfills the following requirements:

*  Deterministic tests that can run against any environment.
*  Fast and reliable tests that follow a certain test strategy.
*  Tests that are derived from real product requirements and validate behaviour.
*  A test framework that is easy to learn and using a readable syntax that also non-tech people can comprehend.","## Decision 
## Decision

The new E2E test suite will be based on Playwright and TypeScript.

The test suite will follow a BDD-style approach and use a page object model for better maintainability and readability. The tests will be written in a way that they are independent of the environment and can be run against any environment (local, staging, production, cloud).

To achieve this, the tests will:

*   **Be self-contained:** Each test will create its own test data and clean it up afterwards, ensuring a consistent test environment.
*   **Use API calls for setup:** Where possible, initial test data creation and environment setup will be done via API calls to improve speed and determinism.
*   **Follow a clear structure:** Tests will be organized by feature, and each feature will have its own directory containing the page objects and test scenarios.
*   **Utilize Playwright's features:** We will leverage Playwright's capabilities for browser automation, network interception, and robust assertions.
*   **Prioritize readability:** Test scenarios will be written in a way that is easy to understand for both technical and non-technical stakeholders, focusing on describing the ""what"" rather than the ""how"".
*   **Implement a robust CI/CD integration:** The test suite will be integrated into our CI/CD pipeline to provide continuous feedback on the health of the application.","## Decision
In order to achieve this goal we decided to not further invest time in the existing test suite, but start from scratch. This offers the opportunity to also switch to another test framework that better fulfills our needs. 

After some evaluation we chose Playwright as the new test framework. First benchmarks have shown that it is faster and more stable than Cypress. Additionally, it is easy to learn, has very good documentation and uses a syntax that is easily to understand. It also offers the functionality of creating reusable traces, which come in handy when debugging failing tests from pipelines."
"## Context
1. If flow actions want to interact with the database in a transactional manner, they need to handle it themselves by starting and committing transactions.

2. When there is a problem committing the transaction, the error will be caught and ignored by the flow dispatcher. A vague error message will be logged, but the flows will continue to execute.
This is problematic if a transaction was already started before the flow is executed. If the connection is configured without save points (which is the default with Shopware), when a nested commit fails (eg during a flow action) the connection will be marked as rollback only.
When the outer transaction attempts to commit, eg the calling code, it will be unaware of the previous inner commit failure and thus will also fail.","## Decision
## Decision

We have a number of ways to address this issue:

1. **Let flows handle their own transactions completely.**
    * **Pros:** Simplest implementation. Flow actions can interact with the database in a way that aligns with their specific needs (e.g., read-only, multiple independent transactions within a flow action).
    * **Cons:**
        * Requires every flow action that modifies the database to explicitly start, commit, and rollback its own transactions. This is boilerplate and prone to errors (e.g., forgetting a `rollback` on failure).
        * Lack of atomicity across multiple flow actions within a single flow if they are intended to be part of a larger, coordinated operation.
        * The ""outer transaction"" issue still exists if flow actions are called within an existing transaction.
        * The ""vague error message"" issue would still exist for transactional failures within a flow action, unless each flow action implements robust error handling.

2. **Wrap each flow action in its own transaction within the flow dispatcher.**
    * **Pros:**
        * Each flow action's database interactions are atomic.
        * The flow dispatcher can catch transactional errors more specifically and provide clearer logging/error handling for individual action failures.
    * **Cons:**
        * If a flow consists of multiple actions that logically belong to a single, larger transaction (e.g., ""create order"" flow with separate actions for ""create order record"", ""deduct stock"", ""send confirmation email""), this approach breaks that atomicity. If ""deduct stock"" fails, ""create order record"" would still be committed.
        * Potential for many small transactions, which can have performance implications.
        * Still doesn't inherently solve the ""outer transaction"" problem; if the flow is called within an existing transaction, the inner transaction from the flow action could still mark the outer transaction as rollback-only if it fails.

3. **Wrap the *entire flow execution* in a single transaction within the flow dispatcher.**
    * **Pros:**
        * Ensures that all database operations across all actions within a flow are atomic. If any action fails, the entire flow's database changes are rolled back. This is often the desired behavior for a ""business process"" flow.
        * Centralized transaction management within the flow dispatcher simplifies individual flow actions.
        * The ""outer transaction"" problem is directly addressed. If the flow dispatcher starts a transaction, it will handle committing or rolling back that transaction based on the flow's success or failure, independent of any calling code's transaction.
        * Clearer error handling for the entire flow.
    * **Cons:**
        * Some flow actions might not require transactional behavior, or might need to perform non-transactional operations (e.g., sending an external API request). These would still be rolled back if a later action fails, which might be undesirable.
        * Potentially long-running transactions if flows involve many steps or external calls, which can lead to locking issues or resource contention.
        * If a flow action *intends* to commit an intermediate state, this approach prevents it.

4. **Implement a hybrid approach: A default transaction for the entire flow, but allow flow actions to opt-out or manage sub-transactions.**
    * **Pros:**
        * Provides atomicity for the majority of flows by default.
        * Offers flexibility for advanced use cases where an action needs different transactional behavior.
        * Addresses the ""outer transaction"" problem and provides centralized error handling.
    * **Cons:**
        * More complex implementation in the flow dispatcher and for flow action developers.
        * Introduces an API for transactional control within flow actions.

**Decision:**

We will implement **Option 3: Wrap the entire flow execution in a single transaction within the flow dispatcher.**

This approach provides the strongest guarantee of data consistency for a ""flow"" as a logical unit of work. It directly addresses the issue of a failed inner commit marking an outer transaction as rollback-only, as the flow dispatcher will now manage its own top-level transaction. It also simplifies the development of individual flow actions, as they no longer need to explicitly manage transactions for their database interactions within the flow.

**Details:**

*   The `FlowDispatcher` will be responsible for starting a database transaction before executing any flow actions.
*   If all flow actions execute successfully, the transaction will be committed.
*   If any flow action (or any subsequent database operation within the flow) throws an exception, the transaction will be rolled back.
*   The `FlowDispatcher` will log a more specific error message in case of transaction commit/rollback failures.
*   Flow actions that need to interact with external services or perform operations that should *not* be rolled back (e.g., sending an email) should be designed to execute only *after* critical transactional database operations have been successfully committed, or be idempotent.

**Rationale for choosing Option 3 over other options:**

*   **1 (Flows handle their own transactions):** Too much boilerplate and error-prone. Fails to provide atomicity across multiple actions within a flow. Doesn't solve the core problem of outer transaction awareness.
*   **2 (Each action in its own transaction):** Breaks atomicity across a logical flow. While it addresses the specific commit failure for *that action*, it doesn't ensure the ""all or nothing"" nature often desired for a business flow. Still has the outer transaction issue for each individual action.
*   **4 (Hybrid):** While theoretically ideal for maximum flexibility, it adds significant complexity that may not be immediately necessary given the current context. A simpler, default-atomic approach (Option 3) should cover the majority of use cases and can be extended later if specific needs for sub-transactions arise. The current problem points to a need for stronger, default atomicity for the flow itself.

This decision prioritizes consistency and simplifies flow action development by centralizing transaction management at the flow level.","## Decision

We introduce a new marker interface `\Shopware\Core\Content\Flow\Dispatching\TransactionalAction` which flow actions can implement.

The flow executor will wrap any action in a database transaction which implements the interface.

Before:

```php
class SetOrderStateAction extends FlowAction implements DelayableAction
{
    public function handleFlow(StorableFlow $flow): void
    {
        $this->connection->beginTransaction();
        
        //do stuff
        
        try {
            $this->connection->commit();
        } catch (\Throwable $e) {
                
        }
    }
}
```

After:

```php

class SetOrderStateAction extends FlowAction implements DelayableAction, TransactionalAction
{
    public function handleFlow(StorableFlow $flow): void
    {        
        //do stuff - will be wrapped in a transaction
    }
}
```

You can also force the flow executor to rollback the transaction by throwing an instance of `\Shopware\Core\Content\Flow\Dispatching\TransactionFailedException`. You can use the static `because` method to create the exception from another one. Eg:

```php

class SetOrderStateAction extends FlowAction implements DelayableAction, TransactionalAction
{
    public function handleFlow(StorableFlow $flow): void
    {        
        try {
            //search for some record
            $entity = $this->repo->find(...);
        } catch (NotFoundException $e) {
            throw TransactionFailedException::because($e);
        }
    }
}
```

The transaction will be rollback if either of the following are true:

1. If Doctrine throws an instance of `Doctrine\DBAL\Exception` during commit.
2. If the action throws an instance of `TransactionFailedException` during execution.
3. If another non-handled exception is thrown during the action execution. This is to aid debugging.

If the transaction fails, then the error will be logged. Also, if the transaction has been performed inside a nested transaction without save points enabled, the exception will be rethrown.
So that the calling code knows something went wrong and is able to handle it correctly, by rolling back instead of committing. As, in this instance, the connection will be marked as rollback only."
"## Context

Vue 3 introduced a new compatibility mode to ease the migration from Vue 2 to Vue 3. This mode is enabled by default
and allows the use of most Vue 2 features in a Vue 3 application. This mode is only recommended for the transition period
and should be turned off as soon as possible.

We have kept the compatibility mode enabled in the administration because it makes it easier for plugins to migrate 
and results in fewer breaking changes during the major release. This splits the work of migrating the administration
and the plugins into two separate majors instead of one.","## Decision 
## Decision

We will remove the Vue 3 compatibility mode in the next major release. This will simplify the code,
improve performance, and remove the need to support two different versions of the API.

This decision means that plugins will have to adapt their code to the new Vue 3 API,
if they are still using Vue 2 features. We will provide a migration guide to help
developers with this transition.","## Decision

Migrating all components in one by disabling the compatibility mode for the whole administration is a huge task and
would make it hard to keep the administration stable during the migration. We decided to disable the compatibility mode
per component level. This allows us to migrate components one by one and keep the administration stable during the migration.

This gives all teams and plugin developers the possibility to migrate their components to Vue 3 without waiting for the
whole administration to be migrated and for the global removal of the compatibility mode.

To activate the new mode, the `DISABLE_VUE_COMPAT` feature flag must be enabled. Then, it is possible to disable the
compatibility mode on a per-component level by setting the `compatConfig` option in the component to our custom configuration.
This custom configuration is exposed in `Shopware.compatConfig` and has all compatibility features disabled if the 
feature flag is activated."
"## Context
It was brought to our attention that the latest version of Vuex `4.1.0` contains a bug that destroys getter reactivity under specific circumstances. The proposed fix was to downgrade to `4.0.2`. However, downgrading was not possible as `4.0.2` contains other bugs that caused modules to fail.","## Decision 
## Decision
We decided to upgrade to Vuex `4.0.0` which is the earliest stable version for Vue 3. This version does not contain the breaking bug of `4.1.0` while still being stable. The downgrade to `4.0.0` was necessary to prevent breaking changes in our application. Since the next version of Vuex will support Vue 3.1 this will allow us to upgrade to the next version once it is released.","## Decision
Pinia is the new documented standard with Vue 3; therefore, we will switch to Pinia."
"## Context

In our current architecture, we rely heavily on PHP decoration, Adapter, and Factory patterns to allow for extensions and customizations by third-party developers. While these patterns are effective, they present significant challenges:

1. **Backward and Forward Compatibility:**
    - Maintaining backward and forward compatibility with these patterns is complex and labor-intensive. Each change or update can potentially break existing extensions or require extensive rework to ensure compatibility.

2. **Process Extension Limitations:**
    - These patterns do not inherently allow for the extension of subprocesses unless these subprocesses are extracted into separate classes and interfaces. This extraction often results in a proliferation of interfaces, abstract classes, and their implementations.

3. **Proliferation of Code:**
    - The need to extract subprocesses into separate entities leads to an overwhelming number of interfaces and abstract classes. This proliferation makes the codebase more difficult to understand and maintain, and increases the cognitive load on developers.","## Decision 
## Decision

We will transition away from a heavy reliance on decoration, Adapter, and Factory patterns for extensibility. Instead, we will adopt a more modular and event-driven architecture that promotes better backward and forward compatibility and simplifies process extension.

Our new approach will focus on the following principles:

1.  **Event-Driven Architecture:**
    *   Introduce a robust event dispatcher system. All significant actions and state changes within the core system will emit events.
    *   Third-party developers can subscribe to these events to inject custom logic, modify data, or trigger side effects without directly altering core classes. This allows for non-invasive extensions and improves compatibility.

2.  **Service Interfaces and Implementations (without extensive decoration chains):**
    *   For core functionalities that require explicit replacement or alternative implementations, we will define clear service interfaces.
    *   The system will use a dependency injection container to resolve these services. Third-party developers can register their own implementations of these service interfaces (or register decorators directly if absolutely necessary for specific use cases), but the default expectation is a clear replacement rather than a deep decoration chain.

3.  **Plugin System for Subprocess Overrides:**
    *   Implement a dedicated plugin system or strategy pattern for extending or overriding specific subprocesses. Instead of extracting every subprocess into a new interface, we will define clear extension points where plugins can register their own logic. This could involve:
        *   **Strategy Pattern:** Define a base strategy interface for a process, and allow plugins to register alternative strategies.
        *   **Middleware/Pipeline Pattern:** For sequential processes, allow plugins to inject middleware that can modify input, execute logic, or short-circuit the process.
    *   This approach avoids the need for a separate interface/abstract class for every tiny subprocess, reducing code proliferation.

4.  **Configuration-Driven Extensibility:**
    *   Utilize configuration files (e.g., YAML, XML) to register extensions, event listeners, and custom service implementations. This provides a centralized and discoverable way for developers to customize the application.

5.  **Clear Documentation and Extension Guidelines:**
    *   Prioritize comprehensive documentation outlining official extension points, event contracts, and best practices for developing backward-compatible extensions.

**Rationale:**

*   **Improved Backward and Forward Compatibility:** Event-driven architecture inherently promotes looser coupling. Changes in core implementation details are less likely to break extensions as long as event contracts remain stable. New events can be added without affecting existing listeners.
*   **Simplified Process Extension:** The event system and a targeted plugin/strategy pattern reduce the need for excessive interfaces. Developers can react to or replace specific parts of a process without having to navigate deep inheritance or decoration hierarchies.
*   **Reduced Code Proliferation:** By minimizing the number of interfaces and abstract classes needed solely for extensibility, the codebase becomes leaner, easier to understand, and less intimidating for new developers.
*   **Clearer Extension Points:** Event definitions and explicit plugin interfaces make it much clearer where and how the system can be extended, compared to the implicit nature of deep decoration chains.","## Decision

To address these challenges, we have decided to transition to an event-based extension system. This new approach will replace the existing decoration, Adapter, and Factory patterns as the primary method for extending and customizing our system."
"## Context

Currently, our component tests in Jest are running with enabled compat mode. To remove the compat mode for each
component, we need to add a new Jest runner with disabled compat mode to make sure that the tests are running without compat mode.","## Decision 
## Decision

We will introduce a new Jest runner which is running without compat mode. To prevent any breaks in our current tests, we will not replace the existing runner with the new one. The new runner will be opt-in for developers.","## Decision

I added a new runner command in the NPM scripts to run the Jest tests without compat mode. The new runner command is
`unit:disabled-compat` and `unit-watch:disabled-compat`. Also, the composer commands are added to run the tests. These commands are `admin:unit:disabled-compat` and `admin:unit-watch:disabled-compat`. These commands are using the environment variable `DISABLE_JEST_COMPAT_MODE` to disable the compat mode.

For the pipeline, I added a new stage to run the Jest tests without compat mode. The stage is `Jest (Administration with disabled compat mode)`.

To mark a test file working without the compat mode you need to add a comment with the `@group` tag. The tag is `@group disabledCompat`.

Example:
```javascript
/**
 * @package admin
 * @group disabledCompat
 */

import { mount } from '@vue/test-utils';

async function createWrapper() {
...
```

With this tag, the test file is running without compat mode. To make a component working for both modes, you can use the
compatUtils helper function from Vue compat:
```javascript
// Example
import { compatUtils } from '@vue/compat';

...

if (compatUtils.isCompatEnabled('INSTANCE_LISTENERS')) {
    return this.$listeners;
}

return {};

...
```


Important: the test still runs also with compat mode activated in parallel."
"## Context

In some instances, a system rollout was completed where an error in certain system functionalities was not detected until the system was live.

A software system is made up of many components that work together to provide a service. The software system can still be healthy even if some of its components are not fully in a healthy state.  System health checks are a way to monitor the health of a system and detect failures early.","## Decision 
## Decision

We will implement health checks at both the system and component level.

**System Health Checks**

* **API Endpoint:** A dedicated `/health` API endpoint will be created for the overall system health check.
* **Aggregated Status:** This endpoint will aggregate the health status of critical system components.
* **Basic Reachability:** It will at minimum confirm that the application process is running and can respond to requests.
* **Database Connectivity:** It will check if the application can connect to its primary database.
* **External Service Connectivity:** It will verify connectivity to critical external services (e.g., message queues, external APIs).
* **Metrics:** The health check will report a simple UP/DOWN status and potentially include details about unhealthy components for debugging.
* **Monitoring Integration:** Monitoring tools (e.g., Prometheus, Grafana, Datadog) will be configured to periodically poll this endpoint and alert on failures.

**Component Health Checks**

* **Granular Monitoring:** Each significant component within the system (e.g., individual microservices, background workers, specific database connections) will have its own health check mechanism.
* **Component-Specific Logic:** These checks will include logic relevant to the component's function (e.g., database connection pool utilization, message queue backlog, CPU/memory usage for a specific service).
* **Internal Exposure:** These component health metrics will be exposed internally, typically via a metrics endpoint (e.g., `/metrics`) that monitoring systems can scrape.
* **Logging:** Failures or degraded states in component health checks will be logged with sufficient detail for diagnosis.
* **Alerting:** Alerts will be configured for critical component failures, potentially with different severity levels based on impact.

**Failure Handling and Reporting**

* **Graceful Degradation:** The system should be designed to continue operating, possibly with reduced functionality, even if some non-critical components are unhealthy.
* **Clear Error Messages:** Health check failures should provide clear, actionable error messages.
* **Downtime Minimization:** The goal is to detect issues before they cause widespread outages or significant customer impact.
* **Rollback Strategy:** In cases where new deployments introduce health issues, a clear rollback strategy will be in place.

**Implementation Details**

* **Framework Support:** Utilize built-in health check features of the chosen application framework (e.g., Spring Boot Actuator, ASP.NET Core Health Checks).
* **Custom Checks:** Implement custom health checks for business-critical logic or external dependencies not covered by standard framework features.
* **Regular Review:** Health check configurations and thresholds will be regularly reviewed and updated as the system evolves.","## Decision

We will implement system health checks in Shopware to monitor certain parts of the system with the aim to detect failures and issues early.
This system should be extensible and allow for custom health checks to be added with ease."
"## Context

The `Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\Subscriber\TestPreparationStartedSubscriber` only allows
the `Shopware\Tests\Unit` namespace to be considered when enabling the major feature in the unit tests suite.","## Decision 
## Decision

The `Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\Subscriber\TestPreparationStartedSubscriber` must allow the
`Shopware\Tests\Unit` namespace to be considered when enabling the major feature in the unit tests suite.

This means that instead of defining an explicit list of whitelisted namespaces, we will have an explicit list of
blacklisted namespaces. These namespaces will represent the parts of the code that are not ready to be
tested with major feature flags enabled.

The default configuration is to enable the major feature for all unit tests.

The configuration of these namespaces is done via an additional attribute `blacklistedForFeature` for the
`Feature` attribute.","## Decision

To be able to unit test the upcoming major feature in other plugins we will enable the possibility to add other
namespaces to
the `Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\Subscriber\TestPreparationStartedSubscriber`.

We'll add a static method called `addNamespace()` method to the
`Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\FeatureFlagExtension` and by this we are able to add other namespaces
to the allowlist of the namespaces to be considered when enabling the major flags in the unit test suite.

This can be useful for plugins that wants to enable the major flags in their unit tests suite.

Therefore, add the extension to the extension list in the `phpunit.xml`:

```xml

<extensions>
    ...
    <bootstrap class=""Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\FeatureFlagExtension""/>
</extensions>
```

And register your test namespace in your test bootstrap file:

```php
FeatureFlagExtension::addTestNamespace('Your\\Unit\\Tests\\Namespace\\');
```

For example, in the Commercial plugin, we added the following code to the `tests/TestBootstrap.php` file:

```php
FeatureFlagExtension::addTestNamespace('Shopware\\Commercial\\Tests\\Unit\\');
```"
"## Context

Our Vue.js application currently uses the Options API, which is the traditional way of writing Vue components in Vue 2. With the release of Vue 3, the Composition API was introduced, offering improved code organization, better TypeScript support, and enhanced reusability of component logic. For more detailed information about the reasons for migrating to the Composition API, see the [documentation entry](https://developer.shopware.com/docs/guides/plugins/plugins/administration/system-updates/vue-native.html).

To modernize our codebase and take advantage of these benefits, we need to migrate our existing Vue 2 Options API components to use the Vue 3 Composition API. Manual conversion of numerous components would be time-consuming and error-prone. Therefore, we need an automated solution to assist in this migration process.","## Decision 
## Decision

We will use a custom script to automate the migration of Vue 2 Options API components to the Vue 3 Composition API. This script will be developed as a one-off tool to assist with the transition, rather than a continuously maintained utility.

**Why a custom script?**

While external migration tools exist, they often come with a learning curve, may not perfectly align with our specific codebase conventions, or might introduce external dependencies we prefer to avoid for a one-time migration. A custom script allows us to:

*   **Target specific patterns:** Tailor the migration logic to our existing component structures and common patterns.
*   **Handle edge cases:** Address unique situations or complex components that generic tools might miss or misinterpret.
*   **Maintain control:** Have full control over the transformation process and the resulting code style.
*   **Avoid external dependencies:** Prevent adding new tools or libraries that would only be used for this migration and then become deprecated.

**How the script will work:**

The script will primarily focus on identifying common Options API patterns and converting them to their Composition API equivalents. This will include:

1.  **Data properties to `ref` or `reactive`:** Convert `data` properties into reactive references using `ref` for primitives and `reactive` for objects.
2.  **Computed properties to `computed`:** Transform `computed` properties into `computed` functions within the `setup` block.
3.  **Methods to functions:** Convert `methods` into standard JavaScript functions.
4.  **Watchers to `watch`:** Migrate `watch` options to the `watch` function.
5.  **Lifecycle hooks to `onMounted`, `onUpdated`, etc.:** Convert Options API lifecycle hooks to their Composition API equivalents.
6.  **Props to `defineProps`:** Migrate props definition to use `defineProps`.
7.  **Emits to `defineEmits`:** Migrate emit definitions to use `defineEmits`.
8.  **Setup function generation:** Encapsulate the transformed logic within a `setup` function that returns the exposed properties and methods.

**Limitations and Manual Review:**

While the script aims to automate a significant portion of the migration, it will not be able to cover every possible scenario or perfectly refactor complex logic. Therefore, a thorough **manual review of all migrated components will be mandatory.** This review will ensure:

*   **Correctness:** The transformed logic functions as expected.
*   **Performance:** No performance regressions are introduced.
*   **Best practices:** The code adheres to Composition API best practices and our internal coding standards.
*   **TypeScript inference:** Ensure correct TypeScript types are inferred or explicitly defined where necessary.
*   **Refactoring opportunities:** Identify and apply further refactoring to improve readability and reusability, which an automated script might not achieve.

This approach balances the efficiency of automation with the precision and quality control of manual human oversight.","## Decision

We have decided to implement a Codemod in the form of an ESLint rule to automatically convert Vue 2 Options API components to Vue 3 Composition API. This Codemod will:

1. Identify Vue component definitions in the codebase.
2. Convert the following Options API features to their Composition API equivalents:
    - Convert `data` properties to `ref` or `reactive`.
    - Convert `computed` properties to `computed()` functions.
    - Convert `methods` to regular functions within the `setup()` function.
    - Convert lifecycle hooks to their Composition API equivalents (e.g., `mounted` to `onMounted`).
    - Convert Vue 2 specific lifecycle hooks to their Vue 3 equivalents.
    - Convert `watch` properties to `watch()` functions.
    - Handle `props` and `inject` conversions.
    - Replace `this` references with direct references to reactive variables.
    - Convert writable computed properties.
    - Handle reactive object reassignments using `Object.assign`
    - Handle correct usage of `ref` and replace the access to the value with `.value`.

3. Generate a `setup()` function containing the converted code.
4. Add necessary imports for Composition API functions (e.g., `ref`, `reactive`, `computed`, `watch`).

The Codemod will be implemented as an ESLint rule to leverage the existing ESLint ecosystem and allow for easy integration into our development workflow."
"## Context
The current block system relies on TwigJs for creating reusable and extendable component template.
This system allows plugin developers to override or extend content in predefined blocks using TwigJsÃÂÃÂ¡ÃÂÃÂ¯s inheritance mechanisms. Vue.js offers a more dynamic and reactive component-based architecture which is better suited for modern frontend development.

To replace TwigJs with a native Vue.js approach we need to introduce two new component `sw-block` and `sw-block-parent`.

The new `sw-block` and `sw-block-parent` components in Vue.js aim to replicate and improve on the TwigJs block system by providing a component-based approach. These components offer enhanced flexibility by allowing dynamic content overriding and extension directly in VueÃÂÃÂ¡ÃÂÃÂ¯s templating and reactivity model.","## Decision 
## Decision
We will replace TwigJs with a native Vue.js approach for our block system, leveraging two new components: `sw-block` and `sw-block-parent`.

The `sw-block` component will define a section of content that can be overridden or extended. It will take a `name` prop to identify the block uniquely. When rendered, it will check if any descendant `sw-block-parent` components (within an `sw-component-section` boundary) are attempting to extend or override it.

The `sw-block-parent` component will be used by plugin developers or child components to modify the content of a named `sw-block`. It will also take a `name` prop, corresponding to the `name` of the `sw-block` it intends to target.

**Key features and benefits of this approach:**

1.  **Dynamic Overriding and Extension:** Unlike TwigJs, which relies on static template inheritance, the Vue.js components will allow for dynamic modification of block content. This means blocks can be overridden or extended at runtime based on application state or user interactions.

2.  **Vue.js Reactivity:** The content within `sw-block` components will benefit from Vue.js's reactivity system. Any data changes within the component will automatically re-render the block content, providing a more dynamic and responsive user experience.

3.  **Component-Based Architecture:** Aligning with Vue.js principles, this system treats blocks as first-class components, making them easier to manage, test, and reuse within the Vue.js ecosystem.

4.  **Improved Developer Experience:** Developers will be able to leverage Vue.js's familiar templating syntax, props, slots, and reactivity model to define and modify blocks, reducing the learning curve associated with a separate templating engine like TwigJs.

5.  **Clearer Component Boundaries:** The `sw-component-section` will act as a boundary to limit the scope of `sw-block-parent` components to their immediate component context, preventing unintended overriding across disparate parts of the application.

**Implementation Details:**

*   **`sw-block` component:**
    *   Accepts a `name` prop (String, required).
    *   Uses a default slot for its base content.
    *   Will internally manage a registry or use Vue's provide/inject to allow `sw-block-parent` components to register their modifications.
    *   When rendered, it will determine if it has been overridden or extended by any `sw-block-parent` within its `sw-component-section` context and render the appropriate content.

*   **`sw-block-parent` component:**
    *   Accepts a `name` prop (String, required), matching the `name` of the `sw-block` to be targeted.
    *   Will have a slot for the content that will override or extend the target `sw-block`.
    *   Will communicate with the corresponding `sw-block` (likely via provide/inject or a global event bus within a section) to deliver its content.
    *   May include props or mechanisms to define *how* the content should be applied (e.g., `mode=""override""` or `mode=""append""` or `mode=""prepend""`).

This decision moves us towards a more unified and modern frontend architecture, fully embracing Vue.js's capabilities for component reusability and extensibility.","## Decision
We have decided to migrate from the TwigJs-based block system to the Vue.js-based `sw-block` system. This decision aligns with the following goals:

1. **Uniform Frontend Stack**: Vue.js is already used for the frontend in Shopware Administration. Moving blocks from TwigJs to Vue.js creates consistency in the technology stack, simplifying development and reducing the cognitive load on developers who previously had to switch between TwigJs and Vue.js.

2. **Improved Flexibility**: With Vue.js blocks we have control over the provided access to the componentÃÂÃÂ¡ÃÂÃÂ¯s internals, allowing for more granular control over block behavior and content. This allows us to create a public API for any component, making it easier to extend and modify internal behavior, without breaking the public API."
"## Context

Currently, all product prices that are displayed in the default Storefront have an asterisk `*` next to them, for example: `ÃÂÃÂ 50,00 *`
This asterisk refers to the tax and shipping costs information in the page footer `* All prices incl. VAT plus shipping costs and possible delivery charges, if not stated otherwise.`

Using the asterisk `*` next to every price has several downsides that we want to address:","## Decision 
## Decision

To solve the issues stated above we will introduce a new system for the tax/shipping notice.

**New Tax/Shipping notice:**
A checkbox in the Shopware 6 administration will replace the asterisk. If the checkbox is activated, the information will be added below the product price. The checkbox is enabled by default.

**Configuration for each product:**
A new field in the product settings will allow to configure the visibility of the tax notice for each individual product.

**Further information:**
This change will improve the overall user experience and give shop owners more control over the display of prices.

## Decision Outcome

* The checkbox is a better solution for both, the shop owner and the customer.
* No more visual clutter caused by the asterisk.
* The customer still gets all the necessary information about tax and shipping costs.","## Decision

The asterisk `*` next to every price will be removed because of the reasons mentioned above.
In most areas of the Storefront, the information that the asterisk `*` refers to is already given, and it is therefore redundant.
In areas where the asterisk `*` was actually needed, it will be replaced by the actual text ""Prices incl. VAT plus shipping costs"" instead to resolve the accessibility issues."
"## Context

To comply with Web Content Accessibility Guidelines (WCAG), we aim to make Shopware 6's document solution accessible (A11y-compliant). This ensures that our solution remains usable while meeting legal requirements and making documents accessible to customers with disabilities. 

Currently, our PDF generation library, DomPDF, does not meet accessibility standards, posing a significant challenge.","## Decision 
## Decision

To ensure Shopware 6's document solution meets Web Content Accessibility Guidelines (WCAG) and is A11y-compliant, we will replace DomPDF with a new PDF generation library that inherently supports accessibility features. This decision is driven by the following factors:

*   **WCAG Compliance:** Our primary goal is to provide an accessible document solution. The chosen library must support features like tagged PDFs, semantic structure, text equivalents for non-text content, and proper document metadata to meet WCAG standards.
*   **Legal Requirements:** Adhering to WCAG helps us meet legal obligations regarding digital accessibility, reducing potential legal risks and ensuring inclusivity for all users.
*   **Enhanced Usability:** An accessible document solution improves the experience for all users, including those who rely on assistive technologies such as screen readers.
*   **Future-Proofing:** Selecting an actively maintained and feature-rich library will ensure that our document generation capabilities can evolve with future accessibility standards and technology advancements.

We will conduct a thorough evaluation of alternative PDF generation libraries, focusing on their accessibility features, performance, ease of integration with Shopware 6, documentation, and community support. The selection process will prioritize libraries that offer robust out-of-the-box accessibility support or provide clear mechanisms to implement the necessary features.","## Decision

We have decided to make HTML documents available in addition to PDF documents, as these are more accessible.

- **Better for Accessibility**: HTML is naturally organized, making it easier for accessibility tools to read and present content to people with disabilities.

- **Lack of Support**: As our current PDFs lack support for accessibility. Few tools, especially in PHP, can create accessible tagged PDFs, making it difficult to maintain PDF accessibility.

- **Industry Trends**: Many organizations are already moving from PDFs to HTML for accessibility. For example, government websites have been required to meet accessibility standards since the early 2000s. Most of them now use HTML for most of their content because it meets these standards better.

Providing HTML documents aligns with these trends and ensures we are using best practices for accessibility."
