context,decision,predicted_decision
"## Context
For our ambitions to consequently reduce manual testing in favour for test automation the current E2E test suite, based on Cypress, is not sufficient anymore. It has several flaws that have become a big road-blocker. The test suite is tightly coupled to the state of the test environment, which leads to tests that are not very deterministic and tend to be slow and flaky. Tests are often created in different ways and don't follow a specific strategy. In addition, the test suite is currently not able to test against our cloud environment.

Our goal is to create a test suite that fulfills the following requirements:

*  Deterministic tests that can run against any environment.
*  Fast and reliable tests that follow a certain test strategy.
*  Tests that are derived from real product requirements and validate behaviour.
*  A test framework that is easy to learn and using a readable syntax that also non-tech people can comprehend.","## Decision 
We will replace the existing Cypress test suite with a new E2E test suite built on a Behavior-Driven Development (BDD) framework. We will use **Cucumber** for writing test specifications and **Playwright** as the underlying browser automation driver.

This approach directly addresses the stated goals:
1.  **Requirement-Driven and Readable Syntax:** By using Cucumber, we will write our tests in the Gherkin syntax (Given-When-Then). This allows tests to be written in a natural, human-readable language that directly corresponds to product requirements and acceptance criteria. This makes the test suite accessible and understandable to non-technical stakeholders like product managers and business analysts, fulfilling our goal for a comprehensible test framework.

2.  **Deterministic and Environment-Agnostic Tests:** The BDD structure inherently decouples the test specification (the `.feature` file) from the implementation (the step definitions). This forces us to abstract away environment-specific details (e.g., base URLs, user credentials). These details will be managed via configuration files, allowing the same test suite to be executed against any environment (local, staging, cloud) without modification.

3.  **Fast and Reliable Tests:** We will use Playwright as the engine to execute the browser interactions defined in our step definitions. Playwright is a modern, fast, and reliable automation library that provides features like auto-waits, which significantly reduce the flakiness commonly associated with older E2E testing tools.

The new testing strategy will be:
*   **Feature Files as a Source of Truth:** Every new feature or user story should be accompanied by a `.feature` file that outlines its acceptance criteria in the Gherkin format.
*   **Self-Contained Tests:** Each test scenario will be responsible for creating its own prerequisite state (e.g., creating users or data via API calls in a `Before` hook) and, where appropriate, cleaning up after itself. This eliminates dependencies on a pre-existing, fragile state in the test environment.
*   **Reusable Step Definitions:** We will build a library of common, reusable step definitions to ensure consistency and speed up the creation of new tests.
*   **Page Object Model (POM):** We will adopt the Page Object Model pattern to abstract UI components and selectors away from the test logic, making the suite more robust and easier to maintain when the UI changes.","## Decision
In order to achieve this goal we decided to not further invest time in the existing test suite, but start from scratch. This offers the opportunity to also switch to another test framework that better fulfills our needs. 

After some evaluation we chose Playwright as the new test framework. First benchmarks have shown that it is faster and more stable than Cypress. Additionally, it is easy to learn, has very good documentation and uses a syntax that is easily to understand. It also offers the functionality of creating reusable traces, which come in handy when debugging failing tests from pipelines."
"## Context
1. If flow actions want to interact with the database in a transactional manner, they need to handle it themselves by starting and committing transactions.

2. When there is a problem committing the transaction, the error will be caught and ignored by the flow dispatcher. A vague error message will be logged, but the flows will continue to execute.
This is problematic if a transaction was already started before the flow is executed. If the connection is configured without save points (which is the default with Shopware), when a nested commit fails (eg during a flow action) the connection will be marked as rollback only.
When the outer transaction attempts to commit, eg the calling code, it will be unaware of the previous inner commit failure and thus will also fail.","## Decision 
We will wrap the execution of a flow in a single database transaction, managed by the flow dispatcher.
Individual flow actions will be prohibited from starting, committing, or rolling back their own transactions. They must operate within the single transaction provided for the entire flow execution.
The workflow will be:
1. The `FlowDispatcher::dispatch` method will begin a new database transaction before executing the first action in the flow.
2. It will then execute all triggered actions sequentially within that transaction.
3. If any action throws an exception, the dispatcher will catch the exception, roll back the entire transaction, and then re-throw the original exception. This ensures that the calling code is made aware of the failure and that no partial data is committed.
4. If all actions in the flow complete successfully, the dispatcher will commit the transaction.

This change ensures that a flow's execution is atomic. It prevents the ""rollback only"" state caused by failed nested commits and provides clear, immediate error feedback instead of logging a vague message and continuing.","## Decision

We introduce a new marker interface `\Shopware\Core\Content\Flow\Dispatching\TransactionalAction` which flow actions can implement.

The flow executor will wrap any action in a database transaction which implements the interface.

Before:

```php
class SetOrderStateAction extends FlowAction implements DelayableAction
{
    public function handleFlow(StorableFlow $flow): void
    {
        $this->connection->beginTransaction();
        
        //do stuff
        
        try {
            $this->connection->commit();
        } catch (\Throwable $e) {
                
        }
    }
}
```

After:

```php

class SetOrderStateAction extends FlowAction implements DelayableAction, TransactionalAction
{
    public function handleFlow(StorableFlow $flow): void
    {        
        //do stuff - will be wrapped in a transaction
    }
}
```

You can also force the flow executor to rollback the transaction by throwing an instance of `\Shopware\Core\Content\Flow\Dispatching\TransactionFailedException`. You can use the static `because` method to create the exception from another one. Eg:

```php

class SetOrderStateAction extends FlowAction implements DelayableAction, TransactionalAction
{
    public function handleFlow(StorableFlow $flow): void
    {        
        try {
            //search for some record
            $entity = $this->repo->find(...);
        } catch (NotFoundException $e) {
            throw TransactionFailedException::because($e);
        }
    }
}
```

The transaction will be rollback if either of the following are true:

1. If Doctrine throws an instance of `Doctrine\DBAL\Exception` during commit.
2. If the action throws an instance of `TransactionFailedException` during execution.
3. If another non-handled exception is thrown during the action execution. This is to aid debugging.

If the transaction fails, then the error will be logged. Also, if the transaction has been performed inside a nested transaction without save points enabled, the exception will be rethrown.
So that the calling code knows something went wrong and is able to handle it correctly, by rolling back instead of committing. As, in this instance, the connection will be marked as rollback only."
"## Context

Vue 3 introduced a new compatibility mode to ease the migration from Vue 2 to Vue 3. This mode is enabled by default
and allows the use of most Vue 2 features in a Vue 3 application. This mode is only recommended for the transition period
and should be turned off as soon as possible.

We have kept the compatibility mode enabled in the administration because it makes it easier for plugins to migrate 
and results in fewer breaking changes during the major release. This splits the work of migrating the administration
and the plugins into two separate majors instead of one.","## Decision 
We will disable the Vue 2 compatibility mode in the administration in the next major version. This will be a breaking change for all plugins that still rely on Vue 2 features.

This step is necessary to complete the full migration to Vue 3 and to remove the overhead of the compatibility layer. By enforcing the full Vue 3 API, we ensure a more consistent and modern codebase for both the core administration and the entire plugin ecosystem. This will unlock performance improvements and allow developers to take full advantage of Vue 3's features, such as the Composition API, without any caveats.

Plugin developers will be required to update their plugins to be fully Vue 3 compliant for the next major release. We will provide a migration guide to assist them with this process.","## Decision

Migrating all components in one by disabling the compatibility mode for the whole administration is a huge task and
would make it hard to keep the administration stable during the migration. We decided to disable the compatibility mode
per component level. This allows us to migrate components one by one and keep the administration stable during the migration.

This gives all teams and plugin developers the possibility to migrate their components to Vue 3 without waiting for the
whole administration to be migrated and for the global removal of the compatibility mode.

To activate the new mode, the `DISABLE_VUE_COMPAT` feature flag must be enabled. Then, it is possible to disable the
compatibility mode on a per-component level by setting the `compatConfig` option in the component to our custom configuration.
This custom configuration is exposed in `Shopware.compatConfig` and has all compatibility features disabled if the 
feature flag is activated."
"## Context
It was brought to our attention that the latest version of Vuex `4.1.0` contains a bug that destroys getter reactivity under specific circumstances. The proposed fix was to downgrade to `4.0.2`. However, downgrading was not possible as `4.0.2` contains other bugs that caused modules to fail.","## Decision 
We will remain on Vuex version `4.1.0` and implement a local workaround to mitigate the getter reactivity bug. Downgrading to `4.0.2` is not a viable option as it introduces known, breaking bugs into our modules. Staying on `4.1.0` allows us to continue benefiting from other fixes and features in this version, while isolating the impact of the single known bug. The identified workaround, while not ideal, is localized and can be easily removed once a future version of Vuex (`4.1.1` or later) is released with a permanent fix.","## Decision
Pinia is the new documented standard with Vue 3; therefore, we will switch to Pinia."
"## Context

In our current architecture, we rely heavily on PHP decoration, Adapter, and Factory patterns to allow for extensions and customizations by third-party developers. While these patterns are effective, they present significant challenges:

1. **Backward and Forward Compatibility:**
    - Maintaining backward and forward compatibility with these patterns is complex and labor-intensive. Each change or update can potentially break existing extensions or require extensive rework to ensure compatibility.

2. **Process Extension Limitations:**
    - These patterns do not inherently allow for the extension of subprocesses unless these subprocesses are extracted into separate classes and interfaces. This extraction often results in a proliferation of interfaces, abstract classes, and their implementations.

3. **Proliferation of Code:**
    - The need to extract subprocesses into separate entities leads to an overwhelming number of interfaces and abstract classes. This proliferation makes the codebase more difficult to understand and maintain, and increases the cognitive load on developers.","## Decision
We will introduce a centralized Event Dispatcher system to replace the existing Decorator, Adapter, and Factory patterns as the primary mechanism for extension and customization. This approach will be based on the established Observer pattern.

The core application code will be modified to dispatch named events at key points in its execution lifecycle, particularly at the beginning and end of significant processes and subprocesses. These events will carry a payload object containing the relevant context and data for that point in the execution.

Third-party developers will be able to extend functionality by creating ""listeners"" (or ""subscribers"") that register themselves with the Event Dispatcher to listen for specific events. When an event is dispatched, the dispatcher will invoke all registered listeners for that event, passing them the event's payload. Listeners can then inspect the data, modify it, or trigger side effects.

This new architecture will:

1.  **Improve Compatibility:** By decoupling the core logic from the extensions, we create a stable extension API based on event contracts (the event name and its payload structure). As long as these contracts are maintained, new listeners can be added and existing ones modified without breaking the core application. This makes backward and forward compatibility much easier to manage.

2.  **Enable Granular Process Extension:** We can dispatch events from anywhere in the codebase, including deep within subprocesses. This allows for fine-grained extensions without the need to extract those subprocesses into new classes and interfaces.

3.  **Reduce Code Proliferation:** Instead of requiring a new interface, abstract class, and implementation for each extension point, developers will only need to create a simple listener class or function. This drastically reduces boilerplate code and the overall complexity of the codebase, lowering the cognitive load required to understand and maintain it.

To facilitate this, we will adopt a standard, well-documented Event Dispatcher implementation, preferably one that is compliant with community standards such as PSR-14 in the PHP ecosystem. Existing extension points will be migrated to this new event-driven model over time.","## Decision

To address these challenges, we have decided to transition to an event-based extension system. This new approach will replace the existing decoration, Adapter, and Factory patterns as the primary method for extending and customizing our system."
"## Context

Currently, our component tests in Jest are running with enabled compat mode. To remove the compat mode for each
component, we need to add a new Jest runner with disabled compat mode to make sure that the tests are running without compat mode.","## Decision
We will add a new, separate Jest runner configured to run component tests with Vue's compat mode **disabled**. This will allow us to migrate components and their tests incrementally without disrupting the existing test suite.

The workflow will be as follows:
1.  Two separate Jest configurations will be maintained during the transition period:
    *   **Legacy Runner:** The existing configuration, which runs tests with compat mode **enabled**. This will target files with the `*.spec.js` suffix.
    *   **Modern Runner:** The new configuration, which runs tests with compat mode **disabled**. This will target files with a new `*.migrated.spec.js` suffix.

2.  To migrate a component's tests, a developer will:
    *   Rename the test file from `Component.spec.js` to `Component.migrated.spec.js`.
    *   Update the component and its test code to be fully Vue 3 compliant, removing any reliance on v2 behaviors.
    *   Run the new ""modern"" runner to verify the changes.

3.  This approach ensures that a test file is only ever run by one of the two configurations, preventing duplicate or conflicting test runs.

4.  Once all component tests have been successfully migrated to the `*.migrated.spec.js` format, the legacy runner and its configuration will be removed, and the `*.migrated.spec.js` files can be renamed back to `*.spec.js`.","## Decision

I added a new runner command in the NPM scripts to run the Jest tests without compat mode. The new runner command is
`unit:disabled-compat` and `unit-watch:disabled-compat`. Also, the composer commands are added to run the tests. These commands are `admin:unit:disabled-compat` and `admin:unit-watch:disabled-compat`. These commands are using the environment variable `DISABLE_JEST_COMPAT_MODE` to disable the compat mode.

For the pipeline, I added a new stage to run the Jest tests without compat mode. The stage is `Jest (Administration with disabled compat mode)`.

To mark a test file working without the compat mode you need to add a comment with the `@group` tag. The tag is `@group disabledCompat`.

Example:
```javascript
/**
 * @package admin
 * @group disabledCompat
 */

import { mount } from '@vue/test-utils';

async function createWrapper() {
...
```

With this tag, the test file is running without compat mode. To make a component working for both modes, you can use the
compatUtils helper function from Vue compat:
```javascript
// Example
import { compatUtils } from '@vue/compat';

...

if (compatUtils.isCompatEnabled('INSTANCE_LISTENERS')) {
    return this.$listeners;
}

return {};

...
```


Important: the test still runs also with compat mode activated in parallel."
"## Context

In some instances, a system rollout was completed where an error in certain system functionalities was not detected until the system was live.

A software system is made up of many components that work together to provide a service. The software system can still be healthy even if some of its components are not fully in a healthy state.  System health checks are a way to monitor the health of a system and detect failures early.","## Decision 
We will implement a standardized health check endpoint in our services. This endpoint will provide a consolidated, machine-readable view of the operational status of the service and its critical dependencies. This allows for automated monitoring to detect failures early, prevent deployments of unhealthy services, and facilitate faster troubleshooting when issues arise.

The implementation will follow these principles:

1.  **Standardized Endpoint:** Every service will expose a `/health` endpoint that returns a JSON response.
2.  **Overall Status:** The top level of the JSON response will contain an overall `status` field, which can be `healthy` or `unhealthy`. An HTTP status code of `200` will be returned for a `healthy` status, and `503 Service Unavailable` for an `unhealthy` status. This allows for simple, high-level checks by load balancers and orchestrators.
3.  **Component Breakdown:** The response will include a `components` object, detailing the status of each critical dependency (e.g., database, message queue, external service). Each component will have its own `status` and may include additional diagnostic information, such as latency or error messages.
4.  **Pluggable Checks:** The health check system will be designed to be extensible, allowing developers to easily add new checks for new dependencies as they are introduced.
5.  **Integration with Deployment Pipeline:** Our deployment pipeline will be updated to query the health check endpoint of a newly deployed instance before routing production traffic to it. If the health check reports an `unhealthy` status, the deployment will be automatically halted and rolled back, preventing faulty code from reaching production.","## Decision

We will implement system health checks in Shopware to monitor certain parts of the system with the aim to detect failures and issues early.
This system should be extensible and allow for custom health checks to be added with ease."
"## Context

The `Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\Subscriber\TestPreparationStartedSubscriber` only allows
the `Shopware\Tests\Unit` namespace to be considered when enabling the major feature in the unit tests suite.","## Decision 
We will make the list of considered unit test namespaces configurable.
Instead of a hardcoded check for the `Shopware\Tests\Unit` namespace within the `TestPreparationStartedSubscriber`, the subscriber will accept a list of namespaces through its constructor.
This removes the limitation and allows other test suites, such as those for plugins or other core components, to register their own unit test namespaces. This ensures the major feature flag can be correctly enabled for any unit test suite, not just the one in the core's predefined location.","## Decision

To be able to unit test the upcoming major feature in other plugins we will enable the possibility to add other
namespaces to
the `Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\Subscriber\TestPreparationStartedSubscriber`.

We'll add a static method called `addNamespace()` method to the
`Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\FeatureFlagExtension` and by this we are able to add other namespaces
to the allowlist of the namespaces to be considered when enabling the major flags in the unit test suite.

This can be useful for plugins that wants to enable the major flags in their unit tests suite.

Therefore, add the extension to the extension list in the `phpunit.xml`:

```xml

<extensions>
    ...
    <bootstrap class=""Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\FeatureFlagExtension""/>
</extensions>
```

And register your test namespace in your test bootstrap file:

```php
FeatureFlagExtension::addTestNamespace('Your\\Unit\\Tests\\Namespace\\');
```

For example, in the Commercial plugin, we added the following code to the `tests/TestBootstrap.php` file:

```php
FeatureFlagExtension::addTestNamespace('Shopware\\Commercial\\Tests\\Unit\\');
```"
"## Context

Our Vue.js application currently uses the Options API, which is the traditional way of writing Vue components in Vue 2. With the release of Vue 3, the Composition API was introduced, offering improved code organization, better TypeScript support, and enhanced reusability of component logic. For more detailed information about the reasons for migrating to the Composition API, see the [documentation entry](https://developer.shopware.com/docs/guides/plugins/plugins/administration/system-updates/vue-native.html).

To modernize our codebase and take advantage of these benefits, we need to migrate our existing Vue 2 Options API components to use the Vue 3 Composition API. Manual conversion of numerous components would be time-consuming and error-prone. Therefore, we need an automated solution to assist in this migration process.","## Decision
We will use an automated code modification tool, specifically `vue-codemod`, to handle the bulk migration of our Vue.js components from the Options API to the Composition API. This approach will significantly accelerate the modernization process, ensure a consistent transformation pattern across the codebase, and reduce the risk of manual human error.

The migration process will follow these steps:

1.  **Tooling Setup:** We will integrate `vue-codemod` into our development environment as a script. The primary transformation we will use is `vue-options-api-to-composition-api`.
2.  **Phased Migration:** The migration will be performed on a per-component or per-module basis rather than a ""big bang"" approach. This allows for incremental review, testing, and merging, minimizing disruption.
3.  **Automated Transformation:** For each component or set of components, a developer will run the `vue-codemod` script. The script will analyze the Options API structure (`data`, `methods`, `computed`, `watch`, lifecycle hooks) and refactor it into a `setup()` function using `ref`, `reactive`, `computed`, `watch`, and `onMounted`, etc.
4.  **Manual Review and Refinement:** The output of `vue-codemod` is not guaranteed to be perfect, especially for complex components with intricate logic or mixins. After the automated pass, a developer must:
    *   Review the generated code for correctness and clarity.
    *   Manually refactor any parts the tool could not handle optimally.
    *   Organize the `setup()` function logically, potentially extracting reusable logic into separate composable functions.
5.  **Testing:** Each migrated component must be thoroughly tested via unit tests and manual end-to-end testing to ensure its functionality remains identical to the pre-migration version.
6.  **Code Review:** The migrated and manually refined code will go through our standard pull request and code review process to ensure quality and adherence to best practices for the Composition API.","## Decision

We have decided to implement a Codemod in the form of an ESLint rule to automatically convert Vue 2 Options API components to Vue 3 Composition API. This Codemod will:

1. Identify Vue component definitions in the codebase.
2. Convert the following Options API features to their Composition API equivalents:
    - Convert `data` properties to `ref` or `reactive`.
    - Convert `computed` properties to `computed()` functions.
    - Convert `methods` to regular functions within the `setup()` function.
    - Convert lifecycle hooks to their Composition API equivalents (e.g., `mounted` to `onMounted`).
    - Convert Vue 2 specific lifecycle hooks to their Vue 3 equivalents.
    - Convert `watch` properties to `watch()` functions.
    - Handle `props` and `inject` conversions.
    - Replace `this` references with direct references to reactive variables.
    - Convert writable computed properties.
    - Handle reactive object reassignments using `Object.assign`
    - Handle correct usage of `ref` and replace the access to the value with `.value`.

3. Generate a `setup()` function containing the converted code.
4. Add necessary imports for Composition API functions (e.g., `ref`, `reactive`, `computed`, `watch`).

The Codemod will be implemented as an ESLint rule to leverage the existing ESLint ecosystem and allow for easy integration into our development workflow."
"## Context
The current block system relies on TwigJs for creating reusable and extendable component template.
This system allows plugin developers to override or extend content in predefined blocks using TwigJsÃÂÃÂ¡ÃÂÃÂ¯s inheritance mechanisms. Vue.js offers a more dynamic and reactive component-based architecture which is better suited for modern frontend development.

To replace TwigJs with a native Vue.js approach we need to introduce two new component `sw-block` and `sw-block-parent`.

The new `sw-block` and `sw-block-parent` components in Vue.js aim to replicate and improve on the TwigJs block system by providing a component-based approach. These components offer enhanced flexibility by allowing dynamic content overriding and extension directly in VueÃÂÃÂ¡ÃÂÃÂ¯s templating and reactivity model.","## Decision 
We will deprecate the existing TwigJs-based block system for templating and replace it with a native Vue.js component-based approach.

This will be implemented by introducing two new core Vue components: `sw-block` and `sw-block-parent`.

1.  **`sw-block`**: This component will be used to define a named, overridable section within a Vue component's template, analogous to the `{% block %}` tag in TwigJs.
2.  **`sw-block-parent`**: This component will be used by developers to extend an existing component's template. It will render the parent's template while allowing specific `sw-block` sections within it to be overridden with new content. This replicates the functionality of TwigJs's `{% extends %}` directive.

This transition moves our component extension and composition logic entirely within the Vue.js ecosystem. It allows developers to leverage the full power of Vue's reactivity, slots, and component model for creating flexible and dynamic user interfaces, providing a more modern and integrated development experience than the previous TwigJs-based solution.","## Decision
We have decided to migrate from the TwigJs-based block system to the Vue.js-based `sw-block` system. This decision aligns with the following goals:

1. **Uniform Frontend Stack**: Vue.js is already used for the frontend in Shopware Administration. Moving blocks from TwigJs to Vue.js creates consistency in the technology stack, simplifying development and reducing the cognitive load on developers who previously had to switch between TwigJs and Vue.js.

2. **Improved Flexibility**: With Vue.js blocks we have control over the provided access to the componentÃÂÃÂ¡ÃÂÃÂ¯s internals, allowing for more granular control over block behavior and content. This allows us to create a public API for any component, making it easier to extend and modify internal behavior, without breaking the public API."
"## Context

Currently, all product prices that are displayed in the default Storefront have an asterisk `*` next to them, for example: `ÃÂÃÂ 50,00 *`
This asterisk refers to the tax and shipping costs information in the page footer `* All prices incl. VAT plus shipping costs and possible delivery charges, if not stated otherwise.`

Using the asterisk `*` next to every price has several downsides that we want to address:","## Decision 
We will remove the asterisk `*` from all product prices throughout the Storefront.

Instead of relying on a footnote, a single, clear, and legally compliant statement will be displayed in immediate proximity to the price information.

1.  **New Wording:** The footer text will be replaced with a clearer, more direct statement such as `incl. VAT, plus shipping costs`.
2.  **Placement:**
    *   On pages displaying multiple products (e.g., category pages, search results), this statement will appear once in a prominent location directly above or below the product grid.
    *   On the Product Detail Page (PDP), this statement will be placed directly below the main price.
3.  **Functionality:** The ""shipping costs"" text will be a link that directs the user to the detailed shipping information page.

This change will create a cleaner user interface, improve accessibility for users with screen readers, and provide clearer, more upfront pricing information in compliance with consumer protection best practices.","## Decision

The asterisk `*` next to every price will be removed because of the reasons mentioned above.
In most areas of the Storefront, the information that the asterisk `*` refers to is already given, and it is therefore redundant.
In areas where the asterisk `*` was actually needed, it will be replaced by the actual text ""Prices incl. VAT plus shipping costs"" instead to resolve the accessibility issues."
"## Context

To comply with Web Content Accessibility Guidelines (WCAG), we aim to make Shopware 6's document solution accessible (A11y-compliant). This ensures that our solution remains usable while meeting legal requirements and making documents accessible to customers with disabilities. 

Currently, our PDF generation library, DomPDF, does not meet accessibility standards, posing a significant challenge.","## Decision
We will replace our current PDF generation library, DomPDF, to ensure our document solution is accessible (A11y) and compliant with Web Content Accessibility Guidelines (WCAG).

DomPDF does not support the creation of tagged PDFs, which is a core requirement for accessibility. We will adopt `mpdf/mpdf` as the new standard library for PDF generation, as it supports PDF/A standards and the creation of tagged, accessible documents. This change will allow us to meet legal requirements and provide a better experience for customers with disabilities.","## Decision

We have decided to make HTML documents available in addition to PDF documents, as these are more accessible.

- **Better for Accessibility**: HTML is naturally organized, making it easier for accessibility tools to read and present content to people with disabilities.

- **Lack of Support**: As our current PDFs lack support for accessibility. Few tools, especially in PHP, can create accessible tagged PDFs, making it difficult to maintain PDF accessibility.

- **Industry Trends**: Many organizations are already moving from PDFs to HTML for accessibility. For example, government websites have been required to meet accessibility standards since the early 2000s. Most of them now use HTML for most of their content because it meets these standards better.

Providing HTML documents aligns with these trends and ensures we are using best practices for accessibility."
"## Context
The existing rule system is flexible but complex, making it difficult to evolve and maintain. Allowing unrestricted extensions of rule classes slows down improvements and increases the complexity of the system.

See RFC: https://github.com/shopware/shopware/discussions/5785","## Decision 
We will make all `Shopware\Core\Framework\Rule\Rule` classes `final`.
This is a significant breaking change intended to reduce the complexity of the rule system. The ability for any developer to extend any rule class has made the system very difficult to maintain and evolve. By making these classes final, we establish a clearer boundary and can refactor and improve the core implementation without worrying about breaking unknown inheritance-based customizations.
To allow for customization and extension in a more controlled way, we will introduce specific events where developers can hook in their own logic. This moves the extension mechanism from inheritance to a composition-based approach, which is more stable and less coupled.
Any plugins that currently extend rule classes will need to be updated to use the new event-based system.","## Decision
We will mark existing rule classes as internal, limiting direct usage by third parties. Developers should create new rule classes instead of modifying existing ones. 

Nearly all rule classes will be marked as internal, with a few exceptions: 

```
LineItemOfTypeRule
LineItemProductStatesRule
PromotionCodeOfTypeRule
ZipCodeRule
BillingZipCodeRule
ShippingZipCodeRule
```

These classes will remain public for now, because they rely on configuration which is reasonably expected to be extended by third-party developers."
"## Context

The Storefront JavaScript currently offers a helper class `src/helper/iterator.helper.js` that can iterate over different objects like Maps, FormData, plain arrays etc.
Using this approach has several downsides we want to address.

* It creates an unnecessary abstraction over the native alternative. Very often the `Iterator.iterate()` directly uses js plain `forEach` loop without any additional logic. Using the abstraction is actually creating more complexity.
* It prevents the developer from using the appropriate loop for the given data type and instead passes it to an iterator that does it with arbitrary data types.
* The iterator is a special shopware syntax that needs to be understood and documented. It is way easier to use web standards that everyone knows and that is also officially documented already.
* The usage throughout the codebase is inconsistent and the iterator helper is used alongside the native loops which can create confusion.
* It creates the impression that the data that is being iterated is some special custom object that needs a special iterator helper. In reality, it is a simple `NodeList` in 90% of the time.
* It creates an additional dependency/import in every file that is using it.","## Decision 
We will deprecate the `Iterator.helper.js` and use native JavaScript loops instead.
Using native JavaScript iteration methods (e.g. `forEach`, `for...of`, a plain `for` loop) has several advantages:

*   **Reduces complexity:** It removes an unnecessary layer of abstraction and an extra file import.
*   **Improves clarity:** It allows developers to use the most appropriate and idiomatic loop for a given data type (e.g., `for...of` for iterables, `forEach` for arrays and NodeLists). This makes the code's intent clearer.
*   **Follows web standards:** Developers can rely on their existing knowledge of standard JavaScript, rather than learning a custom API. This simplifies onboarding and reduces documentation overhead.
*   **Promotes consistency:** By removing the custom helper, we eliminate the confusion caused by having two parallel ways to perform iteration.

The path forward will be:
1.  Mark the `Iterator.helper.js` class as `@deprecated` to discourage new usage.
2.  All existing usages of `Iterator.iterate()` will be refactored to use the appropriate native JavaScript loop for the given data type.
3.  Once all usages have been removed from the codebase, the helper file will be deleted.","## Decision

For all the above reasons we have decided to deprecate `src/helper/iterator.helper.js`, stop using it, and use native alternatives instead.
We want to have a more lean and simple Storefront JavaScript that needs less special things to learn and understand."
"## Context

Currently, flows are executed during the business process. A business
process is any event that is triggered by the user, like a checkout or
a product update. Flows are used to react to these events and execute user defined actions.

There are several downsides to this approach. The most straightforward is the possibility of a fatal error during
the execution of any flow. This will inevitably cancel the in progress business process. While there are remedies in place
to avoid any trivial errors in flow execution disrupting the business process, certain errors can not be avoided.

Further, even if all flows execute without error, they noticeably impact business process performance. Flows are often 
employed to, for example, send mails, an expensive operation that is not necessary to complete the business process.

In addition to these concrete disadvantages, there are also some more abstract ones. For one, currently flows are executed directly
from a decorator of Symfony's `EventDispatcher`, leading to cumbersome debugging and bloated stack traces. This would
be improved if flows are executed by a dedicated event listener. Additionally moving flows to their own execution
environment would not only simplify debugging, but also potentially make expanding their capabilities easier.

> *The following is all experimental and only takes effect if the associated feature flag `FLOW_EXECUTION_AFTER_BUSINESS_PROCESS` is enabled*","## Decision 
We will decouple the execution of flows from the core business process. Instead of running synchronously within the process, flows will be collected and then executed only *after* the business process has successfully completed.

This change addresses several critical issues with the current implementation:

1.  **Robustness:** Presently, a fatal error during any flow's execution can cause the entire business process (e.g., a customer checkout) to fail. By moving execution to after the process, we ensure that the core business logic is resilient to errors in secondary operations.
2.  **Performance:** Many flows execute expensive operations, like sending emails, which are not critical to the completion of the business process itself. Executing them synchronously introduces noticeable latency for the user. Executing them asynchronously will significantly improve the perceived performance of the application.
3.  **Maintainability & Debugging:** The current implementation, which decorates Symfony's `EventDispatcher`, leads to cumbersome debugging and bloated stack traces. By moving to a dedicated event listener that handles post-process execution, we simplify the execution path, making the system easier to understand, debug, and extend.

This new behavior will be introduced behind a feature flag named `FLOW_EXECUTION_AFTER_BUSINESS_PROCESS` to allow for controlled testing and a safe rollout.","## Decision


We will move the flow execution after the business process. As outlined above we believe that this will simplify the
development around flows, while also improving their performance and safeguarding the main execution environment.

To ensure that flows are executed as close to the business process that triggered them as possible, we will
'queue' the flow execution. This means that flows will be executed after the business process has finished.
Flows are stored in memory and executed as soon as the execution environment signals, that it has
finished a unit of work. The associated events are as follows:

1. After a controller action has been executed (Web) => `KernelEvents::TERMINATE`
2. After a queued message has been processed (Queue) => `WorkerMessageHandledEvent`
3. After a command has been executed (CLI) => `ConsoleEvents::TERMINATE`

Another option would be to handle flow executions as queue messages. This would entirely remove
flow executions from the runtime of the business process. While this would be a simpler solution,
it would both make debugging more complex and introduce an unpredictable delay between the business
process and the flow execution. While this delay could be mitigated by using a high priority queue,
it could not reliably be kept under a certain threshold. To entirely avoid this delay, we decided
that the flow execution should be handled as close to the business process as possible."
"## Context and Problem Statement

We want to record architectural decisions made in this project.
Which format and structure should these records follow?","## Decision
We will use Architecture Decision Records (ADRs), as described by Michael Nygard. This approach is the industry standard for the lightweight, text-based documentation of architectural decisions.

Each ADR will be a separate Markdown file stored in a dedicated directory within the project repository, such as `docs/adr/`.

Files will be named using a sequential number and a short, descriptive title in kebab-case. For example: `0001-record-architecture-decisions.md`.

Each ADR document will contain the following sections:

*   **Title:** A short, present-tense phrase summarizing the decision.
*   **Status:** The current state of the ADR (e.g., Proposed, Accepted, Rejected, Superseded).
*   **Context:** A description of the problem, constraints, and forces at play. This section explains *why* a decision needs to be made.
*   **Decision:** The specific technical decision being made. This should clearly state *what* the change is.
*   **Consequences:** A description of the results of the decision, including positive outcomes, negative trade-offs, and any new problems that might be introduced.","## Decision Outcome

Chosen option: ""MADR 2.1.2"", because

* Implicit assumptions should be made explicit.
  Design documentation is important to enable people understanding the decisions
  later on.
* The MADR structure is comprehensible and facilitates usage & maintenance."
