context,decision,predicted_decision
"## Context

Vue 3 introduced a new compatibility mode to ease the migration from Vue 2 to Vue 3. This mode is enabled by default
and allows the use of most Vue 2 features in a Vue 3 application. This mode is only recommended for the transition period
and should be turned off as soon as possible.

We have kept the compatibility mode enabled in the administration because it makes it easier for plugins to migrate 
and results in fewer breaking changes during the major release. This splits the work of migrating the administration
and the plugins into two separate majors instead of one.","## Decision
We will disable Vue 3 compatibility mode in the administration interface and require all plugins to migrate to Vue 3 syntax and APIs.

## Rationale
While compatibility mode has provided a smoother transition path, maintaining it creates technical debt and limits our ability to fully leverage Vue 3's improvements. The costs outweigh the benefits:

1. **Performance**: Compatibility mode adds overhead that impacts application performance
2. **Maintainability**: Supporting two code styles fragments the codebase and increases cognitive load
3. **Future-proofing**: Compatibility mode is deprecated and will eventually be removed; delaying migration only postpones inevitable work
4. **Standards alignment**: Moving to pure Vue 3 aligns with ecosystem best practices and community support

## Alternatives Considered
- **Keep compatibility mode enabled**: Easier short-term plugin migration, but accumulates technical debt and delays modernization
- **Phased approach with timeline**: Set a firm deadline for disabling compatibility mode, giving plugins time to prepare

## Implementation
1. Provide clear migration documentation and examples for plugin developers
2. Set a deprecation timeline (e.g., 2-3 release cycles) before full removal
3. Offer migration support during the transition period
4. Update the administration codebase to use Vue 3 idioms
5. Coordinate with plugin maintainers on migration efforts

This decision aligns with Arachne's principle of making deliberate, well-reasoned architectural choices and remaining transparent about technical direction.","## Decision

Migrating all components in one by disabling the compatibility mode for the whole administration is a huge task and
would make it hard to keep the administration stable during the migration. We decided to disable the compatibility mode
per component level. This allows us to migrate components one by one and keep the administration stable during the migration.

This gives all teams and plugin developers the possibility to migrate their components to Vue 3 without waiting for the
whole administration to be migrated and for the global removal of the compatibility mode.

To activate the new mode, the `DISABLE_VUE_COMPAT` feature flag must be enabled. Then, it is possible to disable the
compatibility mode on a per-component level by setting the `compatConfig` option in the component to our custom configuration.
This custom configuration is exposed in `Shopware.compatConfig` and has all compatibility features disabled if the 
feature flag is activated."
"## Context
It was brought to our attention that the latest version of Vuex `4.1.0` contains a bug that destroys getter reactivity under specific circumstances. The proposed fix was to downgrade to `4.0.2`. However, downgrading was not possible as `4.0.2` contains other bugs that caused modules to fail.","## Decision
We will upgrade to Vuex `4.1.0` and implement a workaround for the getter reactivity bug rather than downgrading to `4.0.2`.

## Rationale
- Downgrading to `4.0.2` is not viable because it contains blocking bugs that cause module failures
- The getter reactivity bug in `4.1.0` can be mitigated through application-level workarounds
- Upgrading to the latest version keeps us on a more actively maintained version with access to future bug fixes
- This approach allows us to continue development without being blocked by either version's limitations

## Workaround Implementation
The specific workaround for the getter reactivity bug will be documented in [LINK TO WORKAROUND DOCUMENTATION], including:
- Steps to identify affected getters
- Implementation pattern to restore reactivity
- Test cases to verify the fix

## Future Action
Monitor Vuex release notes for patch versions that resolve this bug. When a fixed version is available (e.g., `4.1.1+`), we will upgrade to eliminate the need for workarounds.","## Decision
Pinia is the new documented standard with Vue 3; therefore, we will switch to Pinia."
"## Context

In our current architecture, we rely heavily on PHP decoration, Adapter, and Factory patterns to allow for extensions and customizations by third-party developers. While these patterns are effective, they present significant challenges:

1. **Backward and Forward Compatibility:**
    - Maintaining backward and forward compatibility with these patterns is complex and labor-intensive. Each change or update can potentially break existing extensions or require extensive rework to ensure compatibility.

2. **Process Extension Limitations:**
    - These patterns do not inherently allow for the extension of subprocesses unless these subprocesses are extracted into separate classes and interfaces. This extraction often results in a proliferation of interfaces, abstract classes, and their implementations.

3. **Proliferation of Code:**
    - The need to extract subprocesses into separate entities leads to an overwhelming number of interfaces and abstract classes. This proliferation makes the codebase more difficult to understand and maintain, and increases the cognitive load on developers.","## Decision

We will transition from relying on PHP Decorator, Adapter, and Factory patterns to a **configuration-driven, pipeline-based architecture** for handling extensions and customizations.

### Rationale

This approach directly addresses the identified challenges:

1. **Improved Compatibility Management:**
   - By encoding extension points and their contracts in a declarative configuration schema rather than relying on interface hierarchies, we reduce the surface area for breaking changes.
   - Configuration versioning and migration strategies can be applied systematically across all extensions.
   - Extensions reference configuration contracts rather than concrete class implementations, providing a stable abstraction layer.

2. **Enhanced Process Extension Capabilities:**
   - A pipeline-based architecture allows extensions to hook into any stage of a process without requiring the extraction of subprocesses into separate classes.
   - Plugins can contribute stages, transformations, and filters to any pipeline declaratively through configuration, enabling fine-grained extensibility.
   - Subprocesses remain internal implementation details rather than becoming public API surface.

3. **Reduced Code Proliferation:**
   - By moving extension contracts into configuration schemas and pipeline definitions, we eliminate the need for excessive interface and abstract class hierarchies.
   - Developers interact with a consistent, data-driven model rather than navigating complex inheritance trees.
   - The codebase becomes more uniform and easier to reason about.

### Implementation Strategy

- Define extension points as configurable pipelines with well-documented stage contracts.
- Use schema definitions to describe what extensions can contribute to each pipeline.
- Provide clear documentation and examples for third-party developers on how to participate in each pipeline.
- Implement compatibility checks at configuration load time to catch incompatible extensions early.","## Decision

To address these challenges, we have decided to transition to an event-based extension system. This new approach will replace the existing decoration, Adapter, and Factory patterns as the primary method for extending and customizing our system."
"## Context

Currently, our component tests in Jest are running with enabled compat mode. To remove the compat mode for each
component, we need to add a new Jest runner with disabled compat mode to make sure that the tests are running without compat mode.","## Decision

We will create a separate Jest configuration for running component tests without compat mode enabled. This will allow us to:

1. **Incrementally migrate** - Run both compat and non-compat tests in parallel during the transition period, rather than attempting a complete migration at once.

2. **Validate compatibility** - Ensure components work correctly without compat mode before fully removing it, reducing the risk of introducing regressions.

3. **Maintain test coverage** - Keep existing compat mode tests running until all components have been successfully migrated and validated.

4. **Enable gradual refactoring** - Allow developers to update components and their tests progressively, rather than blocking on a large-scale refactor.

The implementation will:
- Create a new Jest configuration file (e.g., `jest.config.no-compat.js`) with compat mode explicitly disabled
- Configure the test runner to target components that have been updated for non-compat mode
- Document which components have been verified to work without compat mode
- Eventually consolidate to a single Jest configuration once all components have been migrated

This approach aligns with best practices for managing significant framework migrations while maintaining system stability and allowing distributed team members to work on different components independently.","## Decision

I added a new runner command in the NPM scripts to run the Jest tests without compat mode. The new runner command is
`unit:disabled-compat` and `unit-watch:disabled-compat`. Also, the composer commands are added to run the tests. These commands are `admin:unit:disabled-compat` and `admin:unit-watch:disabled-compat`. These commands are using the environment variable `DISABLE_JEST_COMPAT_MODE` to disable the compat mode.

For the pipeline, I added a new stage to run the Jest tests without compat mode. The stage is `Jest (Administration with disabled compat mode)`.

To mark a test file working without the compat mode you need to add a comment with the `@group` tag. The tag is `@group disabledCompat`.

Example:
```javascript
/**
 * @package admin
 * @group disabledCompat
 */

import { mount } from '@vue/test-utils';

async function createWrapper() {
...
```

With this tag, the test file is running without compat mode. To make a component working for both modes, you can use the
compatUtils helper function from Vue compat:
```javascript
// Example
import { compatUtils } from '@vue/compat';

...

if (compatUtils.isCompatEnabled('INSTANCE_LISTENERS')) {
    return this.$listeners;
}

return {};

...
```


Important: the test still runs also with compat mode activated in parallel."
"## Context

In some instances, a system rollout was completed where an error in certain system functionalities was not detected until the system was live.

A software system is made up of many components that work together to provide a service. The software system can still be healthy even if some of its components are not fully in a healthy state.  System health checks are a way to monitor the health of a system and detect failures early.","## Decision

Arachne will implement a comprehensive health check system that allows each module and component to report its current health status independently. This system will:

1. **Define a health check contract** that modules can implement to report on the health of their components (e.g., database connections, external service dependencies, caches, message queues).

2. **Aggregate health status** at the application level, distinguishing between:
   - **Critical failures** that should prevent the system from accepting requests
   - **Degraded states** where the system can operate but with reduced functionality
   - **Warnings** that indicate potential issues that should be monitored

3. **Expose health status** through standard endpoints and monitoring interfaces that external systems (load balancers, orchestration platforms, monitoring tools) can query to make decisions about routing traffic and alerting operators.

4. **Provide hooks for custom health checks** so that application developers can define domain-specific health indicators relevant to their particular use case.

5. **Include health check data in the configuration schema** so that health checks are declaratively defined as part of the application structure, consistent with Arachne's ""everything is data"" philosophy, rather than being scattered across imperative code.

6. **Enable graceful degradation** by allowing the system to continue operating with some components in a degraded state, rather than failing completely, while still making the true health status transparent to operators and external monitoring systems.

This approach will help detect component failures early and prevent live system errors from going unnoticed.","## Decision

We will implement system health checks in Shopware to monitor certain parts of the system with the aim to detect failures and issues early.
This system should be extensible and allow for custom health checks to be added with ease."
"## Context

The `Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\Subscriber\TestPreparationStartedSubscriber` only allows
the `Shopware\Tests\Unit` namespace to be considered when enabling the major feature in the unit tests suite.","# Decision

We will update the `TestPreparationStartedSubscriber` to allow feature flags to be enabled across all test namespaces, not just `Shopware\Tests\Unit`.

## Rationale

1. **Consistency**: Feature flags should behave consistently across all test suites (unit, integration, functional, etc.), enabling developers to test new features comprehensively regardless of test type.

2. **Flexibility**: Different test strategies may require feature flag testing at different levels. Integration and functional tests may need to validate feature flag behavior in realistic contexts where unit tests alone are insufficient.

3. **Maintainability**: Centralizing feature flag enablement logic reduces the need for workarounds or duplicated flag-enabling code across different test namespaces.

4. **Developer Experience**: Developers should not need to work around artificial namespace restrictions when testing features, reducing friction in the testing workflow.

## Implementation Notes

- The subscriber should evaluate the test namespace more permissively or remove namespace-based restrictions entirely
- Consider documenting any remaining constraints or best practices for feature flag usage in tests
- Ensure backward compatibility with existing unit tests in the `Shopware\Tests\Unit` namespace

## Status
Proposed","## Decision

To be able to unit test the upcoming major feature in other plugins we will enable the possibility to add other
namespaces to
the `Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\Subscriber\TestPreparationStartedSubscriber`.

We'll add a static method called `addNamespace()` method to the
`Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\FeatureFlagExtension` and by this we are able to add other namespaces
to the allowlist of the namespaces to be considered when enabling the major flags in the unit test suite.

This can be useful for plugins that wants to enable the major flags in their unit tests suite.

Therefore, add the extension to the extension list in the `phpunit.xml`:

```xml

<extensions>
    ...
    <bootstrap class=""Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\FeatureFlagExtension""/>
</extensions>
```

And register your test namespace in your test bootstrap file:

```php
FeatureFlagExtension::addTestNamespace('Your\\Unit\\Tests\\Namespace\\');
```

For example, in the Commercial plugin, we added the following code to the `tests/TestBootstrap.php` file:

```php
FeatureFlagExtension::addTestNamespace('Shopware\\Commercial\\Tests\\Unit\\');
```"
"## Context

Our Vue.js application currently uses the Options API, which is the traditional way of writing Vue components in Vue 2. With the release of Vue 3, the Composition API was introduced, offering improved code organization, better TypeScript support, and enhanced reusability of component logic. For more detailed information about the reasons for migrating to the Composition API, see the [documentation entry](https://developer.shopware.com/docs/guides/plugins/plugins/administration/system-updates/vue-native.html).

To modernize our codebase and take advantage of these benefits, we need to migrate our existing Vue 2 Options API components to use the Vue 3 Composition API. Manual conversion of numerous components would be time-consuming and error-prone. Therefore, we need an automated solution to assist in this migration process.","## Decision
We will adopt the Vue 3 Composition API as the standard for all new Vue components and will systematically migrate existing Vue 2 Options API components to use the Composition API.

To support this migration efficiently, we will:

1. **Use automated migration tooling** where available (such as Vue's official migration guides and community tools) to convert Options API components to Composition API components as a first pass.

2. **Establish a migration workflow** that includes:
   - Automated conversion as the baseline
   - Manual review and refinement of converted components to ensure code quality and correctness
   - Testing of migrated components to verify functionality is preserved
   - Documentation of any manual adjustments made during the migration

3. **Prioritize migration** based on:
   - Component criticality and usage frequency
   - Dependencies and component hierarchy (migrate dependencies before dependents)
   - Team capacity and development velocity

4. **Maintain compatibility** during the transition period by:
   - Ensuring both Options API and Composition API components can coexist in the application
   - Not requiring all components to be migrated simultaneously

5. **Document the migration rationale** including:
   - Benefits achieved (improved code organization, TypeScript support, logic reusability)
   - Any breaking changes or behavioral differences introduced
   - Best practices for writing new components in the Composition API

This approach balances the modernization benefits of the Composition API with the practical constraints of a large existing codebase, leveraging automation where possible while maintaining code quality through manual review.","## Decision

We have decided to implement a Codemod in the form of an ESLint rule to automatically convert Vue 2 Options API components to Vue 3 Composition API. This Codemod will:

1. Identify Vue component definitions in the codebase.
2. Convert the following Options API features to their Composition API equivalents:
    - Convert `data` properties to `ref` or `reactive`.
    - Convert `computed` properties to `computed()` functions.
    - Convert `methods` to regular functions within the `setup()` function.
    - Convert lifecycle hooks to their Composition API equivalents (e.g., `mounted` to `onMounted`).
    - Convert Vue 2 specific lifecycle hooks to their Vue 3 equivalents.
    - Convert `watch` properties to `watch()` functions.
    - Handle `props` and `inject` conversions.
    - Replace `this` references with direct references to reactive variables.
    - Convert writable computed properties.
    - Handle reactive object reassignments using `Object.assign`
    - Handle correct usage of `ref` and replace the access to the value with `.value`.

3. Generate a `setup()` function containing the converted code.
4. Add necessary imports for Composition API functions (e.g., `ref`, `reactive`, `computed`, `watch`).

The Codemod will be implemented as an ESLint rule to leverage the existing ESLint ecosystem and allow for easy integration into our development workflow."
"## Context
The current block system relies on TwigJs for creating reusable and extendable component template.
This system allows plugin developers to override or extend content in predefined blocks using TwigJsÃÂÃÂ¡ÃÂÃÂ¯s inheritance mechanisms. Vue.js offers a more dynamic and reactive component-based architecture which is better suited for modern frontend development.

To replace TwigJs with a native Vue.js approach we need to introduce two new component `sw-block` and `sw-block-parent`.

The new `sw-block` and `sw-block-parent` components in Vue.js aim to replicate and improve on the TwigJs block system by providing a component-based approach. These components offer enhanced flexibility by allowing dynamic content overriding and extension directly in VueÃÂÃÂ¡ÃÂÃÂ¯s templating and reactivity model.","## Decision

We will migrate from the TwigJs block system to a Vue.js-native component-based architecture by introducing two new core components: `sw-block` and `sw-block-parent`.

### Rationale

1. **Modern Reactivity**: Vue.js provides built-in reactivity that better suits contemporary frontend development compared to TwigJs's static template inheritance model.

2. **Component-Based Architecture**: Vue.js components offer a more natural and maintainable approach to encapsulation and reusability than TwigJs's block inheritance mechanism.

3. **Dynamic Content Override**: The new system will enable plugin developers to override and extend content dynamically at runtime, leveraging Vue's component slot system and lifecycle hooks, providing greater flexibility than TwigJs's compile-time inheritance.

4. **Consistency**: Aligning the entire frontend layer with Vue.js eliminates the cognitive overhead of switching between two templating paradigms.

5. **Developer Experience**: Plugin developers will work within a single, cohesive framework rather than managing two separate templating systems.

### Implementation Approach

- `sw-block-parent`: Defines named block slots that can be extended or overridden
- `sw-block`: Provides the override mechanism for child components to inject content into parent blocks

This approach maintains backward compatibility in functionality while modernizing the underlying implementation.","## Decision
We have decided to migrate from the TwigJs-based block system to the Vue.js-based `sw-block` system. This decision aligns with the following goals:

1. **Uniform Frontend Stack**: Vue.js is already used for the frontend in Shopware Administration. Moving blocks from TwigJs to Vue.js creates consistency in the technology stack, simplifying development and reducing the cognitive load on developers who previously had to switch between TwigJs and Vue.js.

2. **Improved Flexibility**: With Vue.js blocks we have control over the provided access to the componentÃÂÃÂ¡ÃÂÃÂ¯s internals, allowing for more granular control over block behavior and content. This allows us to create a public API for any component, making it easier to extend and modify internal behavior, without breaking the public API."
"## Context

Currently, all product prices that are displayed in the default Storefront have an asterisk `*` next to them, for example: `ÃÂÃÂ 50,00 *`
This asterisk refers to the tax and shipping costs information in the page footer `* All prices incl. VAT plus shipping costs and possible delivery charges, if not stated otherwise.`

Using the asterisk `*` next to every price has several downsides that we want to address:","I notice you've provided context about a pricing display issue in a Storefront, but the context appears incomplete—it cuts off mid-sentence at ""has several downsides that we want to address:""

To create a proper Architecture Decision Record (ADR) for this issue, I would need:

1. **Complete Context**: What are the specific downsides of the current asterisk approach?
2. **Problem Statement**: What user or business problem are you trying to solve?
3. **Proposed Alternatives**: What different approaches are being considered?
4. **Constraints**: Are there technical, regulatory, or user experience constraints?
5. **Stakeholders**: Who needs to be consulted on this decision?

Could you please provide the complete context and the specific decision you're proposing? Once you do, I can help you structure it as an ADR following Arachne's format:

- **Status**: (Proposed/Accepted/Rejected)
- **Context**: (The issue at hand)
- **Decision**: (What was decided)
- **Consequences**: (What happens as a result)
- **Rationale**: (Why this decision was made)","## Decision

The asterisk `*` next to every price will be removed because of the reasons mentioned above.
In most areas of the Storefront, the information that the asterisk `*` refers to is already given, and it is therefore redundant.
In areas where the asterisk `*` was actually needed, it will be replaced by the actual text ""Prices incl. VAT plus shipping costs"" instead to resolve the accessibility issues."
"## Context

To comply with Web Content Accessibility Guidelines (WCAG), we aim to make Shopware 6's document solution accessible (A11y-compliant). This ensures that our solution remains usable while meeting legal requirements and making documents accessible to customers with disabilities. 

Currently, our PDF generation library, DomPDF, does not meet accessibility standards, posing a significant challenge.","## Decision

We will replace DomPDF with an accessible PDF generation library that supports WCAG compliance standards. The chosen library must:

1. **Support accessibility standards** - Generate PDFs that comply with WCAG 2.1 Level AA guidelines and PDF/UA (Universal Accessibility) standards
2. **Maintain feature parity** - Preserve all current document generation capabilities (styling, layout, fonts, images, etc.)
3. **Integrate with existing system** - Work seamlessly with Shopware 6's document templating and generation pipeline
4. **Be actively maintained** - Have ongoing community or commercial support to ensure long-term viability

### Rationale

- **Legal compliance** - WCAG compliance is increasingly a legal requirement in many jurisdictions
- **Inclusive design** - Accessible documents serve customers with disabilities, expanding our user base
- **User experience** - Accessibility improvements benefit all users through better document structure and readability
- **Risk mitigation** - Proactive compliance avoids potential legal challenges and reputational damage

### Alternatives Considered

- Continue with DomPDF and add post-processing accessibility layers (rejected: would be incomplete and difficult to maintain)
- Build custom PDF generation (rejected: too resource-intensive and duplicative)
- Use external accessibility services (rejected: introduces latency, cost, and external dependencies)

This decision should be revisited if new versions of DomPDF add native accessibility support, or if alternative libraries emerge with superior features.","## Decision

We have decided to make HTML documents available in addition to PDF documents, as these are more accessible.

- **Better for Accessibility**: HTML is naturally organized, making it easier for accessibility tools to read and present content to people with disabilities.

- **Lack of Support**: As our current PDFs lack support for accessibility. Few tools, especially in PHP, can create accessible tagged PDFs, making it difficult to maintain PDF accessibility.

- **Industry Trends**: Many organizations are already moving from PDFs to HTML for accessibility. For example, government websites have been required to meet accessibility standards since the early 2000s. Most of them now use HTML for most of their content because it meets these standards better.

Providing HTML documents aligns with these trends and ensures we are using best practices for accessibility."
"## Context
The existing rule system is flexible but complex, making it difficult to evolve and maintain. Allowing unrestricted extensions of rule classes slows down improvements and increases the complexity of the system.

See RFC: https://github.com/shopware/shopware/discussions/5785","## Decision

We will establish a formal extension point architecture for the rule system that provides controlled and documented ways to extend rule functionality, rather than allowing unrestricted subclassing of rule classes.

**Key Principles:**

1. **Explicit Extension Points**: Define clear, versioned interfaces and contracts that modules can implement to extend rule behavior. These extension points will be documented and maintained as part of the core API.

2. **Composition Over Inheritance**: Favor composition patterns (decorators, strategies, handlers) over deep inheritance hierarchies to reduce coupling and complexity.

3. **Rule Registry**: Implement a centralized registry where rules and their extensions are discovered and registered, allowing the core system to evolve independently of individual rule implementations.

4. **Backwards Compatibility**: Use semantic versioning on extension point contracts to manage breaking changes and provide clear migration paths for module developers.

5. **Documentation and Guidelines**: Maintain comprehensive documentation of the extension points, including examples and anti-patterns, to guide module developers toward maintainable extensions.

**Benefits:**

- Core rule system can be refactored and improved without breaking all extensions
- Extension authors have a clear, stable contract to target
- System complexity is better managed through intentional boundaries
- Migration and version management becomes more predictable

This approach balances the need for extensibility with the need to maintain the integrity and evolvability of the core system.","## Decision
We will mark existing rule classes as internal, limiting direct usage by third parties. Developers should create new rule classes instead of modifying existing ones. 

Nearly all rule classes will be marked as internal, with a few exceptions: 

```
LineItemOfTypeRule
LineItemProductStatesRule
PromotionCodeOfTypeRule
ZipCodeRule
BillingZipCodeRule
ShippingZipCodeRule
```

These classes will remain public for now, because they rely on configuration which is reasonably expected to be extended by third-party developers."
"## Context

The Storefront JavaScript currently offers a helper class `src/helper/iterator.helper.js` that can iterate over different objects like Maps, FormData, plain arrays etc.
Using this approach has several downsides we want to address.

* It creates an unnecessary abstraction over the native alternative. Very often the `Iterator.iterate()` directly uses js plain `forEach` loop without any additional logic. Using the abstraction is actually creating more complexity.
* It prevents the developer from using the appropriate loop for the given data type and instead passes it to an iterator that does it with arbitrary data types.
* The iterator is a special shopware syntax that needs to be understood and documented. It is way easier to use web standards that everyone knows and that is also officially documented already.
* The usage throughout the codebase is inconsistent and the iterator helper is used alongside the native loops which can create confusion.
* It creates the impression that the data that is being iterated is some special custom object that needs a special iterator helper. In reality, it is a simple `NodeList` in 90% of the time.
* It creates an additional dependency/import in every file that is using it.","## Decision

We will deprecate and remove the `src/helper/iterator.helper.js` abstraction and migrate the codebase to use native JavaScript iteration methods instead.

Going forward, developers should use the appropriate native iteration approach based on the data type:
- `Array.forEach()` for arrays
- `Map.forEach()` or `for...of` loops for Map objects
- `NodeList.forEach()` or `for...of` loops for DOM NodeLists
- `for...of` loops for any iterable
- `Object.entries()`, `Object.keys()`, or `Object.values()` for plain objects

**Rationale:**
1. **Reduce unnecessary abstraction** - Native methods directly address the iteration need without additional wrapper logic
2. **Improve code clarity** - Standard web APIs are well-documented and immediately recognizable to JavaScript developers
3. **Enable appropriate tool selection** - Developers can choose the most suitable iteration method for each specific data type rather than forcing all data through a generic abstraction
4. **Eliminate confusion** - Consistent use of standard patterns makes the codebase easier to understand and maintain
5. **Reduce cognitive load** - No need to learn or document custom Shopware-specific syntax
6. **Decrease dependencies** - Remove unnecessary imports and reduce file coupling

**Migration approach:**
1. Identify all usages of `Iterator.iterate()` throughout the codebase
2. Replace each with the appropriate native iteration method based on data type
3. Add linting rules to prevent new uses of the iterator helper
4. Update documentation and code style guides to recommend native methods","## Decision

For all the above reasons we have decided to deprecate `src/helper/iterator.helper.js`, stop using it, and use native alternatives instead.
We want to have a more lean and simple Storefront JavaScript that needs less special things to learn and understand."
"## Context

Currently, flows are executed during the business process. A business
process is any event that is triggered by the user, like a checkout or
a product update. Flows are used to react to these events and execute user defined actions.

There are several downsides to this approach. The most straightforward is the possibility of a fatal error during
the execution of any flow. This will inevitably cancel the in progress business process. While there are remedies in place
to avoid any trivial errors in flow execution disrupting the business process, certain errors can not be avoided.

Further, even if all flows execute without error, they noticeably impact business process performance. Flows are often 
employed to, for example, send mails, an expensive operation that is not necessary to complete the business process.

In addition to these concrete disadvantages, there are also some more abstract ones. For one, currently flows are executed directly
from a decorator of Symfony's `EventDispatcher`, leading to cumbersome debugging and bloated stack traces. This would
be improved if flows are executed by a dedicated event listener. Additionally moving flows to their own execution
environment would not only simplify debugging, but also potentially make expanding their capabilities easier.

> *The following is all experimental and only takes effect if the associated feature flag `FLOW_EXECUTION_AFTER_BUSINESS_PROCESS` is enabled*","## Decision

We will decouple flow execution from the synchronous business process execution by introducing **asynchronous, post-process flow execution**. Flows will be triggered and queued after the business process completes successfully, rather than executing inline during the process.

### Implementation approach:

1. **Event queueing**: When a business process completes, flow trigger events will be serialized and added to a queue (rather than executed immediately).

2. **Dedicated execution environment**: A separate, asynchronous flow execution service will consume queued events and execute flows independently of the business process lifecycle.

3. **Dedicated event listener**: Flow execution will be handled by a dedicated, purpose-built event listener rather than through Symfony's EventDispatcher decorator, improving debuggability and stack trace clarity.

4. **Error isolation**: Flow execution failures will no longer disrupt or cancel the originating business process, improving reliability and user experience.

5. **Performance improvement**: Business processes will complete faster, as expensive operations (e.g., mail sending) no longer block process completion.

### Rollout strategy:

This change will be gated behind the `FLOW_EXECUTION_AFTER_BUSINESS_PROCESS` feature flag to allow for gradual rollout, testing, and easy rollback if issues arise.

### Benefits:

- **Reliability**: Business processes complete successfully regardless of flow errors
- **Performance**: Reduced synchronous execution time
- **Maintainability**: Dedicated flow execution environment simplifies debugging and future enhancements
- **Scalability**: Flows can be executed independently, potentially on separate infrastructure","## Decision


We will move the flow execution after the business process. As outlined above we believe that this will simplify the
development around flows, while also improving their performance and safeguarding the main execution environment.

To ensure that flows are executed as close to the business process that triggered them as possible, we will
'queue' the flow execution. This means that flows will be executed after the business process has finished.
Flows are stored in memory and executed as soon as the execution environment signals, that it has
finished a unit of work. The associated events are as follows:

1. After a controller action has been executed (Web) => `KernelEvents::TERMINATE`
2. After a queued message has been processed (Queue) => `WorkerMessageHandledEvent`
3. After a command has been executed (CLI) => `ConsoleEvents::TERMINATE`

Another option would be to handle flow executions as queue messages. This would entirely remove
flow executions from the runtime of the business process. While this would be a simpler solution,
it would both make debugging more complex and introduce an unpredictable delay between the business
process and the flow execution. While this delay could be mitigated by using a high priority queue,
it could not reliably be kept under a certain threshold. To entirely avoid this delay, we decided
that the flow execution should be handled as close to the business process as possible."
"## Context and Problem Statement

We want to record architectural decisions made in this project.
Which format and structure should these records follow?","## Decision

We will use Architecture Decision Records (ADRs), as described by Michael Nygard, with a structure adapted to Arachne's needs.

Each ADR will be a separate file, formatted as Markdown, and will follow this template:

- **Title**: A short noun phrase describing the architectural decision
- **Status**: One of ""proposed"", ""accepted"", ""rejected"", or ""superseded""
- **Context**: The issue or problem that motivated this decision. Should include relevant background, constraints, and any prior decisions that inform this one.
- **Decision**: A clear statement of the architectural choice being made
- **Consequences**: The results of adopting this decision - both positive outcomes and trade-offs. Should include impacts on future flexibility, performance, maintenance, and other relevant concerns.
- **References**: Links to related ADRs, external documentation, or discussions that informed this decision

ADRs will be stored in a dedicated `/adr` directory in the project repository, with filenames following the pattern `NNNN-short-title.md` (e.g., `0001-everything-is-data.md`).

This format provides:
- **Transparency**: Clear reasoning visible to all stakeholders
- **Traceability**: A complete historical record of decisions and their context
- **Reviewability**: A structured format suitable for steering group evaluation
- **Revisability**: Easy to reference prior decisions and create superseding ADRs
- **Shared Understanding**: A lightweight but substantive artifact that captures rationale across a distributed team","## Decision Outcome

Chosen option: ""MADR 2.1.2"", because

* Implicit assumptions should be made explicit.
  Design documentation is important to enable people understanding the decisions
  later on.
* The MADR structure is comprehensible and facilitates usage & maintenance."
"## Context and Problem Statement

The Metadata API provides a modern Python API for accessing individual pieces
of metadata. It does not provide any wider context help to someone looking to
implement a TUF repository.

The legacy python-tuf implementation offers tools for this but suffers from
some issues (as do many other implementations):
* There is a _very_ large amount of code to maintain: repo.py,
  repository_tool.py and repository_lib.py alone are almost 7000 lines of code.
* The ""library like"" parts of the implementation do not form a good coherent
  API: methods routinely have a large number of arguments, code still depends
  on globals in a major way and application (repo.py) still implements a lot of
  ""repository code"" itself
* The ""library like"" parts of the implementation make decisions that look like
  application decisions. As an example, repository_tool loads _every_ metadata
  file in the repository: this is fine for CLI that operates on a small
  repository but is unlikely to be a good choice for a large scale server.","## Decision

We will not provide a high-level ""repository API"" as part of the Metadata API. Instead, we will:

1. **Keep the Metadata API focused and minimal**: It will continue to provide low-level, composable primitives for reading, writing, and validating individual metadata files. This keeps the API coherent and maintainable.

2. **Document patterns and best practices**: We will provide clear documentation, examples, and reference implementations showing how to use the Metadata API to build repository tooling, rather than building it into the library itself.

3. **Allow implementation flexibility**: By not prescribing a high-level repository abstraction, different implementations (CLI tools, servers, embedded systems) can make architectural choices appropriate to their use case without being constrained by library assumptions.

4. **Separate concerns clearly**: Application-level decisions (like caching strategies, metadata loading patterns, or concurrency models) belong in the consuming application, not in the core metadata library.

This approach trades the convenience of a batteries-included API for:
- Reduced maintenance burden
- A cleaner, more coherent low-level API
- Freedom for implementers to make context-appropriate decisions
- Better separation between library and application concerns

Higher-level tooling can be built as separate projects that depend on the Metadata API, allowing them to evolve independently based on their specific use cases.","## Decision Drivers

* There is a consensus on removing the legacy code from python-tuf due to
  maintainability issues
* Metadata API makes modifying metadata far easier than legacy code base: this
  makes significantly different designs possible
* Not providing a ""repository library"" (and leaving implementers on their own)
  may be a short term solution because of the previous point, but to make
  adoption easier and to help adopters create safe implementations the project
  would benefit from some shared repository code and a shared repository design 
* Maintainability of new library code must be a top concern
* Allowing a wide range of repository implementations (from CLI tools to
  minimal in-memory implementations to large scale application servers)
  would be good: unfortunately these can have wildly differing requirements"
