context,decision,predicted_decision
"## Context
We often need a way between the different Shopware versions to provide a one-time update for data. This is currently done on the way to extend an indexer to this logic and then trigger this via a migration. 
This is of course a possible way to enable certain migrations of data, but this migration is also executed again and again when the indexer is executed. 
With certain data this is critical and can lead to system errors. For example, the one-time migration of media path information.","## Decision 
## Decision

We will add a new migration type for data migrations that are to be executed only once.
A new `Shopware\Core\Framework\Migration\DataAbstractionLayer\MigrationStep` will be introduced, which is executed after an `Update` or `UpdateDestructive` migration has been executed. This ensures a one-time execution of data migrations and makes the previous extension of the indexers obsolete. The variant with the indexers is now classified as deprecated and should be replaced by the new `MigrationStep`.","## Decision

We implement a new `PostUpdateIndexer`. This is an extension of the `EntityIndexer` and the system can be adapted 1:1. Also, the indexing registration via database migration can be adapted 1:1. 
However, the indexer is not triggered via the `IndexerRegistry` when a full re-index or an entity written event is triggered.
These indexers are only included after the update process.
In addition to the one-time update of the data, we then often also provide a command that can be used to trigger the migration of the data again."
"## Context
Our current development process uses ['Experimental features'](./2023-05-10-experimental-features.md) to publish features in an early state to gather feedback regarding those features.
During the implementation, developers may encounter challenges related to the effective management of extensive code scattered throughout the platform, particularly in connection with specific experimental features. This codebase fragmentation presents impediments to the tracking, maintenance, and comprehensive understanding of each feature's scope, thereby hindering our development progress.
 
Potential problems:
* Update `stableVersion` property for Prolonged Experiments
    * When a decision is made to extend an experiment, locating all relevant sections of code for updating the property `stableVersion` in `@experimental` annotation becomes a cumbersome task.
* Deprecation of Killed Features
    * Identifying and marking as deprecated the components associated with a deprecated experimental feature is problematic, particularly when multiple experimental features coexist simultaneously within the platform.
    * The ['Experimental features'](./2023-05-10-experimental-features.md) stipulates the ""Killing Feature"" rule, which mandates that a feature must remain within the platform's codebase until the next major version and be appropriately marked as deprecated. However, it is hardly possible to check with current annotation.

In all the above case main problem is detection to which feature belongs experimental code.","## Decision 
## Decision
To address the challenges of managing scattered experimental code, we will introduce a new mandatory `feature` property to the `@experimental` annotation.

This new property will be used to link the code to a specific experimental feature. The value of this property should be a unique and descriptive name for the feature, for example, the feature flag name.

The new annotation format will be:
`@experimental tag=""v6.6.0.0"" feature=""FEATURE_NAME""`

This change will provide the following benefits:
*   **Improved Traceability:** Developers can easily find all code related to a specific feature by searching for its unique feature name within the `@experimental` annotations. This simplifies understanding the scope of any given experiment.
*   **Simplified Maintenance:** When an experiment's timeline is extended, updating the `tag` (denoting the `stableVersion`) becomes a straightforward search-and-replace operation for the specific `feature`.
*   **Efficient Deprecation:** If a feature is ""killed,"" all associated code can be reliably identified using the `feature` property and marked as `@deprecated`, ensuring compliance with our development process for removing features.","## Decision
To address the existing challenges, we propose implementing a refined approach to the use of the `@experimental` annotation. 

The key modifications are as follows:
* Mandatory `feature` property: 
  * Every `@experimental` annotation will now require a mandatory `feature` property. This property is a string that must contain the name of the associated feature.
* Uniform feature Naming: 
  * To enhance code organization and traceability, all sections of code related to a particular feature must use the same feature name in the `feature` property of the `@experimental` annotation.
  * Feature names should follow the conventions.
    * Feature names cannot contain spaces
    * Feature names should be written in `ALL_CAPS`."
"## Context
In the current implementation, there exists a challenge for extension developers in uniquely identifying payment and shipping methods using identifiers.
This issue is particularly significant for app servers, as it necessitates calls to the Shopware Admin API for the identification of payment and shipping methods based on their respective IDs.","## Decision 
## Decision
To provide a stable and unique identifier for developers, we will introduce a new `technical_name` field for both the `payment_method` and `shipping_method` entities. 

This `technical_name` will be a machine-readable string that is guaranteed to be unique across all installed methods. This change will enable extension and app developers to reliably reference specific payment and shipping methods in their code without needing to resolve UUIDs through extra Admin API calls, thus simplifying the integration process.","## Decision
We will introduce a new property called `technicalName` to both the `payment_method` and `shipping_method` entities.
This `technicalName` property will serve as a unique identifier for payment and shipping methods, significantly simplifying the identification process.

While the `technicalName` field will be optional within the database and API to ensure backward compatibility, it will be made mandatory in the Administration.
This ensures that merchants will update their payment and shipping methods accordingly for the upcoming requirement.
An unique index will ensure uniqueness.
Starting from version 6.7.0.0, this `technicalName` field will also become required within the database and the API.

As part of the database migration process, the `technicalName` field will be automatically generated for the default payment and shipping methods provided by Shopware, as illustrated below:

| Type     | Name             | Technical Name          |
|----------|------------------|-------------------------|
| Payment  | Debit            | payment_debitpayment    |
| Payment  | Invoice          | payment_invoicepayment  |
| Payment  | Cash on Delivery | payment_cashpayment     |
| Payment  | Pre Payment      | payment_prepayment      |
| Shipping | Standard         | shipping_standard       |
| Shipping | Express          | shipping_express        |

Furthermore, all payment and shipping methods provided by apps will also benefit from the automatic generation of their `technicalName`.
This generation will be based on the app's name and the `identifier` defined for the payment method in the manifest:

| App Name | Identifier         | Technical Name                    |
|----------|--------------------|-----------------------------------|
| MyApp    | my_payment_method  | payment_MyApp_my_payment_method   |
| MyApp    | my_shipping_method | shipping_MyApp_my_shipping_method |"
"## Context

At the moment the Storefront is implementing a lot of custom SCSS inside `app/storefront/src/scss`.
Some custom SCSS is not necessary, and it already exists within Bootstrap as a utility.
For example default spacing with a custom selector:

```scss
.register-login-collapse-toogle {
    margin-bottom: $spacer;
}
```

This can be replaced with a Bootstrap [spacing utility](https://getbootstrap.com/docs/5.2/utilities/spacing/) in the HTML and the SCSS can be completely removed:

```diff
- <div class=""register-login-collapse-toogle""><div>
+ <div class=""register-login-collapse-toogle mb-3""><div>
```

A class like `register-login-collapse-toogle` should stay in the HTML in case a developer wants to style this specific element.
But there is no need to introduce a new CSS rule using a custom selector to apply a default spacing.

If you implement new UI using mostly utility classes, please consider to still add CSS classes that offer the possibility for themes to add individual styling. For example:

```html
<!-- Classes ""shipping-modal-actions"", ""shipping-abort"" and ""shipping-submit"" are added for better semantics and CSS extensibility, but ship no default CSS. -->
<div class=""border p-3 mb-3 shipping-modal-actions"">
    <button class=""btn btn-light shipping-abort"">Abort</button>
    <button class=""btn btn-primary shipping-submit"">Submit</button>
</div>
```

This principle cannot be applied everywhere. 
For more complex layouts it can still be valid to use custom SCSS because it is not possible to build with default components and utilities, or it would produce a messy template with too many generic utility classes. 
However, for simpler stuff like ""add a border here, add some spacing there"" it's not necessary to implement additional custom styling.","## Decision 
## Decision

* We will prefer using Bootstrap utility classes directly in the HTML templates over creating new custom SCSS classes for simple styling adjustments (e.g., spacing, borders, flexbox alignment).
* When applying this principle, existing semantic or component-specific class names (e.g., `.register-login-collapse-toogle`) should be kept in the markup, even if they no longer have associated styles in the core. This provides stable extension points for third-party themes and plugins.
* This rule does not apply to complex components where a utility-first approach would result in cluttered and unreadable HTML. In such cases, dedicated component SCSS is still appropriate.
* The goal is to reduce the footprint of our custom SCSS and make styling more consistent by relying on the established Bootstrap framework.","## Decision

We want to make more use of Bootstrap utilities and get rid of custom SCSS that is not needed.

In order to do so we want to remove unneeded SCSS and add a utility class to the HTML instead (e.g. `mb-3`).
However, this can break styling overrides of themes/apps because most Bootstrap utility classes apply `!important` by default.

Let's stick to the example of `.register-login-collapse-toogle`.
* The core Storefront adds a bottom margin of `$spacer` which equals `1rem`.
* Then `CustomTheme` overrides this selector with a margin bottom of `80px`:

```diff
/* CustomTheme */
.register-login-collapse-toogle {
+    margin-bottom: 80px;
}

/* Storefront */
.register-login-collapse-toogle {
-    margin-bottom: 1rem;
}
```

If the core Storefront would migrate to the utility class it would suddenly overrule the styling of `CustomTheme` because of the `!important` property:

```diff
/* Utility class from HTML overrules CustomTheme */
.mb-3 {
+    margin-bottom: 1rem !important;
}

/* CustomTheme */
.register-login-collapse-toogle {
-    margin-bottom: 80px;
}

/* Storefront */
.register-login-collapse-toogle {
-    margin-bottom: 1rem;
}
```

The theme developer would have no other choice other than using `!important` as well, or modifying the Twig template.

Because of this, we have decided to remove the `!important` from Bootstrap utility classes by changing the [Importance](https://getbootstrap.com/docs/5.2/utilities/api/#importance) variable `$enable-important-utilities` to `false`.
By doing this, we can use more utilities while at the same time allowing themes to override the same CSS property without using `!important` or editing the template.

Since it is currently expected that Bootstrap utilities add `!important` and overrule almost everything, we do not want to change this right away but from `v6.6.0` onwards."
"## Context
For our ambitions to consequently reduce manual testing in favour for test automation the current E2E test suite, based on Cypress, is not sufficient anymore. It has several flaws that have become a big road-blocker. The test suite is tightly coupled to the state of the test environment, which leads to tests that are not very deterministic and tend to be slow and flaky. Tests are often created in different ways and don't follow a specific strategy. In addition, the test suite is currently not able to test against our cloud environment.

Our goal is to create a test suite that fulfills the following requirements:

*  Deterministic tests that can run against any environment.
*  Fast and reliable tests that follow a certain test strategy.
*  Tests that are derived from real product requirements and validate behaviour.
*  A test framework that is easy to learn and using a readable syntax that also non-tech people can comprehend.","## Decision 
## Decision

We will build a new E2E test suite based on Playwright and Cucumber.js, following the BDD (Behavior-Driven Development) principle.

This new test suite will address the issues by:

*   Using API requests for test setup, such as creating products or customers. This decouples tests from the UI, making them faster and more deterministic.
*   Writing tests in Gherkin syntax (`Given`, `When`, `Then`), which makes them readable for non-technical people and connects them directly to product requirements.
*   Designing the framework to be environment-agnostic, allowing tests to run against any target environment, including the cloud, by configuring a base URL.
*   Focusing test scenarios on verifying user behavior and business logic rather than isolated UI interactions.","## Decision
In order to achieve this goal we decided to not further invest time in the existing test suite, but start from scratch. This offers the opportunity to also switch to another test framework that better fulfills our needs. 

After some evaluation we chose Playwright as the new test framework. First benchmarks have shown that it is faster and more stable than Cypress. Additionally, it is easy to learn, has very good documentation and uses a syntax that is easily to understand. It also offers the functionality of creating reusable traces, which come in handy when debugging failing tests from pipelines."
"## Context
1. If flow actions want to interact with the database in a transactional manner, they need to handle it themselves by starting and committing transactions.

2. When there is a problem committing the transaction, the error will be caught and ignored by the flow dispatcher. A vague error message will be logged, but the flows will continue to execute.
This is problematic if a transaction was already started before the flow is executed. If the connection is configured without save points (which is the default with Shopware), when a nested commit fails (eg during a flow action) the connection will be marked as rollback only.
When the outer transaction attempts to commit, eg the calling code, it will be unaware of the previous inner commit failure and thus will also fail.","## Decision 
## Decision

We will wrap the flow dispatching process in a database transaction.

To achieve this, the `FlowDispatcher::dispatch` method will be wrapped with the `Connection::transactional()` method.

This has the following effects:
1. All actions dispatched in a single `dispatch` call will be executed atomically. If any action fails, all previous changes within that call are rolled back.
2. Individual flow actions no longer need to manage their own transactions. This simplifies the implementation of the actions and avoids the described problems.
3. If an exception is thrown within a flow action, the transaction will be rolled back, and the exception will be re-thrown. This ensures that the caller of the `FlowDispatcher` is aware of the problem and can handle it accordingly, preventing silent failures.","## Decision

We introduce a new marker interface `\Shopware\Core\Content\Flow\Dispatching\TransactionalAction` which flow actions can implement.

The flow executor will wrap any action in a database transaction which implements the interface.

Before:

```php
class SetOrderStateAction extends FlowAction implements DelayableAction
{
    public function handleFlow(StorableFlow $flow): void
    {
        $this->connection->beginTransaction();
        
        //do stuff
        
        try {
            $this->connection->commit();
        } catch (\Throwable $e) {
                
        }
    }
}
```

After:

```php

class SetOrderStateAction extends FlowAction implements DelayableAction, TransactionalAction
{
    public function handleFlow(StorableFlow $flow): void
    {        
        //do stuff - will be wrapped in a transaction
    }
}
```

You can also force the flow executor to rollback the transaction by throwing an instance of `\Shopware\Core\Content\Flow\Dispatching\TransactionFailedException`. You can use the static `because` method to create the exception from another one. Eg:

```php

class SetOrderStateAction extends FlowAction implements DelayableAction, TransactionalAction
{
    public function handleFlow(StorableFlow $flow): void
    {        
        try {
            //search for some record
            $entity = $this->repo->find(...);
        } catch (NotFoundException $e) {
            throw TransactionFailedException::because($e);
        }
    }
}
```

The transaction will be rollback if either of the following are true:

1. If Doctrine throws an instance of `Doctrine\DBAL\Exception` during commit.
2. If the action throws an instance of `TransactionFailedException` during execution.
3. If another non-handled exception is thrown during the action execution. This is to aid debugging.

If the transaction fails, then the error will be logged. Also, if the transaction has been performed inside a nested transaction without save points enabled, the exception will be rethrown.
So that the calling code knows something went wrong and is able to handle it correctly, by rolling back instead of committing. As, in this instance, the connection will be marked as rollback only."
"## Context

Vue 3 introduced a new compatibility mode to ease the migration from Vue 2 to Vue 3. This mode is enabled by default
and allows the use of most Vue 2 features in a Vue 3 application. This mode is only recommended for the transition period
and should be turned off as soon as possible.

We have kept the compatibility mode enabled in the administration because it makes it easier for plugins to migrate 
and results in fewer breaking changes during the major release. This splits the work of migrating the administration
and the plugins into two separate majors instead of one.","## Decision 
## Decision
We will disable the Vue 3 compatibility mode in the next major. This will be a breaking change for all plugins that
are not fully migrated to Vue 3. We have decided to do this because the compatibility mode is only meant for the
transition period and should be turned off as soon as possible. It also prevents us from using new Vue 3 features
and a better developer experience.

After disabling the compatibility mode, the following Vue 2 features will no longer be available:

- Options API: `data`, `beforeCreate`, `created`, `beforeMount`, `mounted`, `beforeUpdate`, `updated`, `beforeDestroy`, `destroyed`, `methods`, `computed`, `watch`, `provide`, `inject`, `props`, `emits`, `name`, `delimiters`, `inheritAttrs`, `render`
- Global API: `Vue.nextTick`, `Vue.observable`, `Vue.version`, `Vue.compile`, `Vue.set`, `Vue.delete`
- Instance API: `vm.$watch`, `vm.$set`, `vm.$delete`, `vm.$on`, `vm.$off`, `vm.$once`, `vm.$children`, `vm.$listeners`
- Other: `v-bind` with `.sync` modifier, filters, keycodes for `v-on`, `$scopedSlots`

We will provide a migration guide for plugin developers to help them migrate their plugins to Vue 3.","## Decision

Migrating all components in one by disabling the compatibility mode for the whole administration is a huge task and
would make it hard to keep the administration stable during the migration. We decided to disable the compatibility mode
per component level. This allows us to migrate components one by one and keep the administration stable during the migration.

This gives all teams and plugin developers the possibility to migrate their components to Vue 3 without waiting for the
whole administration to be migrated and for the global removal of the compatibility mode.

To activate the new mode, the `DISABLE_VUE_COMPAT` feature flag must be enabled. Then, it is possible to disable the
compatibility mode on a per-component level by setting the `compatConfig` option in the component to our custom configuration.
This custom configuration is exposed in `Shopware.compatConfig` and has all compatibility features disabled if the 
feature flag is activated."
"## Context
It was brought to our attention that the latest version of Vuex `4.1.0` contains a bug that destroys getter reactivity under specific circumstances. The proposed fix was to downgrade to `4.0.2`. However, downgrading was not possible as `4.0.2` contains other bugs that caused modules to fail.","## Decision 
## Decision
We will stick with Vuex `4.1.0` and create a temporary workaround for the getter reactivity bug.

This is necessary because downgrading to `4.0.2` is not an option, as it introduces other critical bugs that break our modules. The workaround will be implemented in a way that it can be easily removed once a new version of Vuex (e.g., `4.1.1`) is released with an official fix.

We will monitor the official Vuex repository for the release of a patched version.","## Decision
Pinia is the new documented standard with Vue 3; therefore, we will switch to Pinia."
"## Context

In our current architecture, we rely heavily on PHP decoration, Adapter, and Factory patterns to allow for extensions and customizations by third-party developers. While these patterns are effective, they present significant challenges:

1. **Backward and Forward Compatibility:**
    - Maintaining backward and forward compatibility with these patterns is complex and labor-intensive. Each change or update can potentially break existing extensions or require extensive rework to ensure compatibility.

2. **Process Extension Limitations:**
    - These patterns do not inherently allow for the extension of subprocesses unless these subprocesses are extracted into separate classes and interfaces. This extraction often results in a proliferation of interfaces, abstract classes, and their implementations.

3. **Proliferation of Code:**
    - The need to extract subprocesses into separate entities leads to an overwhelming number of interfaces and abstract classes. This proliferation makes the codebase more difficult to understand and maintain, and increases the cognitive load on developers.","## Decision 
## Decision
We will introduce and favor the use of an event system for extending processes.

By dispatching events at key points within a business process (e.g., before and after data is saved), we can create extension points that are more stable and less coupled to the implementation details of the core classes.

This approach addresses the identified challenges:

1.  **Improved Backward and Forward Compatibility:**
    - An event and its payload act as a more stable API contract than a class constructor or method signature. As long as the event contract is maintained, extensions can be added or modified without breaking the core logic. New data can be added to event payloads without affecting existing listeners, ensuring better forward compatibility.

2.  **Granular Process Extension:**
    - Events allow for the extension of specific subprocesses without needing to extract them into new classes. A single method can dispatch multiple events at different stages of its execution, providing fine-grained hooks for third-party developers to inject their logic.

3.  **Reduced Code Proliferation:**
    - This model eliminates the need to create a multitude of interfaces, abstract classes, and decorators for every extensible part of a process. Instead of a chain of decorators, developers will implement discrete event listeners, leading to a simpler, more decoupled, and easier-to-understand codebase.

While existing patterns like Decoration will remain for cases where replacing an entire service implementation is necessary, the event system will be the preferred method for extending or modifying the behavior of existing business processes.","## Decision

To address these challenges, we have decided to transition to an event-based extension system. This new approach will replace the existing decoration, Adapter, and Factory patterns as the primary method for extending and customizing our system."
"## Context

Currently, our component tests in Jest are running with enabled compat mode. To remove the compat mode for each
component, we need to add a new Jest runner with disabled compat mode to make sure that the tests are running without compat mode.","## Decision 
## Decision

We will add a new Jest runner for our component tests, where the compat mode is disabled.
This allows us to migrate each component test from the old runner to the new one step-by-step.
The old runner with enabled compat mode will still exist until all components are migrated.","## Decision

I added a new runner command in the NPM scripts to run the Jest tests without compat mode. The new runner command is
`unit:disabled-compat` and `unit-watch:disabled-compat`. Also, the composer commands are added to run the tests. These commands are `admin:unit:disabled-compat` and `admin:unit-watch:disabled-compat`. These commands are using the environment variable `DISABLE_JEST_COMPAT_MODE` to disable the compat mode.

For the pipeline, I added a new stage to run the Jest tests without compat mode. The stage is `Jest (Administration with disabled compat mode)`.

To mark a test file working without the compat mode you need to add a comment with the `@group` tag. The tag is `@group disabledCompat`.

Example:
```javascript
/**
 * @package admin
 * @group disabledCompat
 */

import { mount } from '@vue/test-utils';

async function createWrapper() {
...
```

With this tag, the test file is running without compat mode. To make a component working for both modes, you can use the
compatUtils helper function from Vue compat:
```javascript
// Example
import { compatUtils } from '@vue/compat';

...

if (compatUtils.isCompatEnabled('INSTANCE_LISTENERS')) {
    return this.$listeners;
}

return {};

...
```


Important: the test still runs also with compat mode activated in parallel."
"## Context

In some instances, a system rollout was completed where an error in certain system functionalities was not detected until the system was live.

A software system is made up of many components that work together to provide a service. The software system can still be healthy even if some of its components are not fully in a healthy state.  System health checks are a way to monitor the health of a system and detect failures early.","## Decision 
## Decision

A system health check will be implemented to provide insight into the operational status of the system and its various components and dependencies. This will enable automated monitoring and quicker detection of failures post-deployment.

The implementation will include:

1.  **A dedicated Health Check Endpoint:** An API endpoint (e.g., `/health`) will be exposed to report the system's health status.
2.  **Component-level Checks:** The health check will perform individual checks on critical dependencies, such as:
    *   Database connectivity and responsiveness.
    *   Connections to external services or APIs.
    *   Message queue accessibility.
    *   Availability of essential system resources (e.g., disk space).
3.  **Defined Health Statuses:** Each component check will return a clear status, such as `Healthy`, `Degraded`, or `Unhealthy`.
4.  **Aggregate System Status:** The endpoint will return an overall system status based on the results of the individual component checks. A failure in a critical component will result in an `Unhealthy` overall status, while a failure in a non-essential component may result in a `Degraded` status.
5.  **Structured Response:** The response from the health check endpoint will be in a structured format (e.g., JSON), detailing the status of each component and providing relevant diagnostic information for failures. This allows for easy integration with automated monitoring and alerting tools.","## Decision

We will implement system health checks in Shopware to monitor certain parts of the system with the aim to detect failures and issues early.
This system should be extensible and allow for custom health checks to be added with ease."
"## Context

The `Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\Subscriber\TestPreparationStartedSubscriber` only allows
the `Shopware\Tests\Unit` namespace to be considered when enabling the major feature in the unit tests suite.","## Decision 
## Decision

The hardcoded check for the `Shopware\Tests\Unit` namespace in the `TestPreparationStartedSubscriber` will be removed. It will be replaced with a more generic check that verifies if the test class's namespace contains `\Tests\Unit\`.

This change allows any test suite, including those from extensions, to enable major feature flags for their unit tests, provided they follow the established namespace convention.","## Decision

To be able to unit test the upcoming major feature in other plugins we will enable the possibility to add other
namespaces to
the `Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\Subscriber\TestPreparationStartedSubscriber`.

We'll add a static method called `addNamespace()` method to the
`Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\FeatureFlagExtension` and by this we are able to add other namespaces
to the allowlist of the namespaces to be considered when enabling the major flags in the unit test suite.

This can be useful for plugins that wants to enable the major flags in their unit tests suite.

Therefore, add the extension to the extension list in the `phpunit.xml`:

```xml

<extensions>
    ...
    <bootstrap class=""Shopware\Core\Test\PHPUnit\Extension\FeatureFlag\FeatureFlagExtension""/>
</extensions>
```

And register your test namespace in your test bootstrap file:

```php
FeatureFlagExtension::addTestNamespace('Your\\Unit\\Tests\\Namespace\\');
```

For example, in the Commercial plugin, we added the following code to the `tests/TestBootstrap.php` file:

```php
FeatureFlagExtension::addTestNamespace('Shopware\\Commercial\\Tests\\Unit\\');
```"
"## Context

Our Vue.js application currently uses the Options API, which is the traditional way of writing Vue components in Vue 2. With the release of Vue 3, the Composition API was introduced, offering improved code organization, better TypeScript support, and enhanced reusability of component logic. For more detailed information about the reasons for migrating to the Composition API, see the [documentation entry](https://developer.shopware.com/docs/guides/plugins/plugins/administration/system-updates/vue-native.html).

To modernize our codebase and take advantage of these benefits, we need to migrate our existing Vue 2 Options API components to use the Vue 3 Composition API. Manual conversion of numerous components would be time-consuming and error-prone. Therefore, we need an automated solution to assist in this migration process.","## Decision 
## Decision
We will use an automated migration script, specifically a [jscodeshift](https://github.com/facebook/jscodeshift) codemod, to convert our Vue 2 Options API components to the Vue 3 Composition API with the `<script setup>` syntax.

This automated approach is chosen to handle the large scale of our codebase efficiently. The script will perform the following transformations:
*   Convert the `data()` object properties into `ref` or `reactive` state variables.
*   Transform `methods` into regular functions declared within the `<script setup>` block.
*   Rewrite `computed` properties using the `computed()` function from Vue.
*   Migrate lifecycle hooks (e.g., `mounted`, `created`, `destroyed`) to their Composition API equivalents (e.g., `onMounted`, `onBeforeUnmount`).
*   Convert `watchers` to use the `watch()` or `watchEffect()` APIs.

While the codemod will handle the majority of the boilerplate conversion, it will not be able to resolve all edge cases, especially in components with complex logic or non-standard patterns. Therefore, a manual review and cleanup will be necessary for each component after the automated transformation. This hybrid approach allows us to accelerate the migration process significantly while ensuring code quality and correctness through final developer oversight.","## Decision

We have decided to implement a Codemod in the form of an ESLint rule to automatically convert Vue 2 Options API components to Vue 3 Composition API. This Codemod will:

1. Identify Vue component definitions in the codebase.
2. Convert the following Options API features to their Composition API equivalents:
    - Convert `data` properties to `ref` or `reactive`.
    - Convert `computed` properties to `computed()` functions.
    - Convert `methods` to regular functions within the `setup()` function.
    - Convert lifecycle hooks to their Composition API equivalents (e.g., `mounted` to `onMounted`).
    - Convert Vue 2 specific lifecycle hooks to their Vue 3 equivalents.
    - Convert `watch` properties to `watch()` functions.
    - Handle `props` and `inject` conversions.
    - Replace `this` references with direct references to reactive variables.
    - Convert writable computed properties.
    - Handle reactive object reassignments using `Object.assign`
    - Handle correct usage of `ref` and replace the access to the value with `.value`.

3. Generate a `setup()` function containing the converted code.
4. Add necessary imports for Composition API functions (e.g., `ref`, `reactive`, `computed`, `watch`).

The Codemod will be implemented as an ESLint rule to leverage the existing ESLint ecosystem and allow for easy integration into our development workflow."
"## Context
The current block system relies on TwigJs for creating reusable and extendable component template.
This system allows plugin developers to override or extend content in predefined blocks using TwigJsÃÂÃÂ¡ÃÂÃÂ¯s inheritance mechanisms. Vue.js offers a more dynamic and reactive component-based architecture which is better suited for modern frontend development.

To replace TwigJs with a native Vue.js approach we need to introduce two new component `sw-block` and `sw-block-parent`.

The new `sw-block` and `sw-block-parent` components in Vue.js aim to replicate and improve on the TwigJs block system by providing a component-based approach. These components offer enhanced flexibility by allowing dynamic content overriding and extension directly in VueÃÂÃÂ¡ÃÂÃÂ¯s templating and reactivity model.","## Decision 
## Decision

We will replace the current `TwigJs` based block system with a native Vue.js implementation. This change aims to modernize our component architecture, making it more aligned with Vue's principles of reactivity and composition.

To achieve this, we will introduce two new components:

*   `sw-block`: This component will define a named, overridable section within a component's template. It serves the same purpose as a `{% block %}` in Twig. Developers can target these named blocks to inject, replace, or extend content.

*   `sw-block-parent`: This component allows developers to render the original content of a block they are overriding. It is the equivalent of calling `parent()` within a Twig block, enabling extension rather than just replacement of the original template.

By adopting this native Vue.js approach, we eliminate the need for `TwigJs` for component inheritance, resulting in a more streamlined and performant frontend architecture. This provides a more powerful and flexible system for developers to customize and extend administration components using familiar Vue patterns.","## Decision
We have decided to migrate from the TwigJs-based block system to the Vue.js-based `sw-block` system. This decision aligns with the following goals:

1. **Uniform Frontend Stack**: Vue.js is already used for the frontend in Shopware Administration. Moving blocks from TwigJs to Vue.js creates consistency in the technology stack, simplifying development and reducing the cognitive load on developers who previously had to switch between TwigJs and Vue.js.

2. **Improved Flexibility**: With Vue.js blocks we have control over the provided access to the componentÃÂÃÂ¡ÃÂÃÂ¯s internals, allowing for more granular control over block behavior and content. This allows us to create a public API for any component, making it easier to extend and modify internal behavior, without breaking the public API."
"## Context

Currently, all product prices that are displayed in the default Storefront have an asterisk `*` next to them, for example: `ÃÂÃÂ 50,00 *`
This asterisk refers to the tax and shipping costs information in the page footer `* All prices incl. VAT plus shipping costs and possible delivery charges, if not stated otherwise.`

Using the asterisk `*` next to every price has several downsides that we want to address:","## Decision 
## Decision

We decided to remove the asterisk `*` next to all product prices and instead show a text with the same information directly, for example: `incl. VAT, plus shipping costs`.

This change has several benefits:

*   **Better user experience**: It is more transparent and user-friendly if the information is displayed directly where it belongs. The user no longer has to search for the meaning of the asterisk in the footer.
*   **Legal certainty**: Especially in Germany, it is legally required to explicitly state that the price is inclusive of VAT and that shipping costs will be added. The new solution is more legally compliant.
*   **Customizability**: The text will be implemented as a snippet, so it can be easily changed by the shop owner.","## Decision

The asterisk `*` next to every price will be removed because of the reasons mentioned above.
In most areas of the Storefront, the information that the asterisk `*` refers to is already given, and it is therefore redundant.
In areas where the asterisk `*` was actually needed, it will be replaced by the actual text ""Prices incl. VAT plus shipping costs"" instead to resolve the accessibility issues."
"## Context

To comply with Web Content Accessibility Guidelines (WCAG), we aim to make Shopware 6's document solution accessible (A11y-compliant). This ensures that our solution remains usable while meeting legal requirements and making documents accessible to customers with disabilities. 

Currently, our PDF generation library, DomPDF, does not meet accessibility standards, posing a significant challenge.","## Decision 
## Decision

We will replace DomPDF with a new, exchangeable PDF generator service. This is necessary because DomPDF does not support the generation of tagged PDFs, which are a requirement for creating accessible documents that comply with PDF/UA (Universal Accessibility) and WCAG standards.

The new service will abstract the PDF generation process, allowing us to integrate a library that can produce A11y-compliant documents and enabling easier maintenance or replacement in the future.","## Decision

We have decided to make HTML documents available in addition to PDF documents, as these are more accessible.

- **Better for Accessibility**: HTML is naturally organized, making it easier for accessibility tools to read and present content to people with disabilities.

- **Lack of Support**: As our current PDFs lack support for accessibility. Few tools, especially in PHP, can create accessible tagged PDFs, making it difficult to maintain PDF accessibility.

- **Industry Trends**: Many organizations are already moving from PDFs to HTML for accessibility. For example, government websites have been required to meet accessibility standards since the early 2000s. Most of them now use HTML for most of their content because it meets these standards better.

Providing HTML documents aligns with these trends and ensures we are using best practices for accessibility."
"## Context
The existing rule system is flexible but complex, making it difficult to evolve and maintain. Allowing unrestricted extensions of rule classes slows down improvements and increases the complexity of the system.

See RFC: https://github.com/shopware/shopware/discussions/5785","## Decision 
We will make the `Rule` class and all rule condition handlers `@final`. This will prevent them from being extended directly by third-party code.

This change is necessary to increase the stability and maintainability of the rule system. By preventing direct inheritance, we can make internal improvements and refactorings without causing breaking changes for apps and plugins. This ensures that the core system can evolve more rapidly while providing a stable API for extensions. Developers should use the official, more robust extension points, such as script-based conditions, to add custom rule logic.","## Decision
We will mark existing rule classes as internal, limiting direct usage by third parties. Developers should create new rule classes instead of modifying existing ones. 

Nearly all rule classes will be marked as internal, with a few exceptions: 

```
LineItemOfTypeRule
LineItemProductStatesRule
PromotionCodeOfTypeRule
ZipCodeRule
BillingZipCodeRule
ShippingZipCodeRule
```

These classes will remain public for now, because they rely on configuration which is reasonably expected to be extended by third-party developers."
